District,candidate,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 25,"Larson, Colin",0.69,6/5/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",0.69,6/12/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",0.69,6/19/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",0.69,6/26/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",0.69,7/3/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",0.69,7/10/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",15.9,8/17/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",5475,12/2/20 0:00,Blitz Canvassing Inc,Denver,CO,80231,Advertising,Door To Door Communication
House District 25,"Larson, Colin",0.69,12/5/20 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",0.69,12/12/20 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",300,12/18/20 0:00,Cutter Consulting,Littleton,CO,80120,Consultant & Professional Services,
House District 25,"Larson, Colin",0.69,12/19/20 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",0.69,12/26/20 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",8.1,11/22/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",8.1,12/1/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",4.2,12/1/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",8.1,12/2/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",8.1,12/6/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",8.1,12/7/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",8.1,12/7/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",2.25,12/7/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",8.1,12/7/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",8.1,12/7/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",4.2,12/7/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",15.9,12/7/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",4.2,12/7/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",8.1,12/8/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",6.15,12/9/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",8.1,12/14/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",8.1,12/14/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",8.1,12/14/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Larson, Colin",8.1,12/22/21 0:00,Anedot,Baton Rouge,LA,70801,Bank Fees,
House District 25,"Story, Tammy",,,,,,,,
House District 25,"Wagner, Mary Lynn Dede""""",,,,,,,,
House District 26,"Lukens, Meghan",9.39,10/11/21 0:00,Mailchimp,Atlanta,GA,30308,Fundraising Expenses,In-Kind Contribution Was Made To Cover This Expense.
House District 26,"Lukens, Meghan",118,10/14/21 0:00,Usps,Steamboat Springs,CO,80487,Miscellaneous,In-Kind Contribution Was Made To Cover This Expense.
House District 26,"Lukens, Meghan",77.06,10/15/21 0:00,Postnet,Steamboat Springs,CO,80487,Miscellaneous,In-Kind Contribution Was Made To Cover This Expense.
House District 26,"Lukens, Meghan",235.68,10/21/21 0:00,C & D Printing,Denver,CO,80212,Miscellaneous,In-Kind Contribution Was Made To Cover This Expense.
House District 26,"Lukens, Meghan",96.3,10/23/21 0:00,Steamboat Specialties,Steamboat Springs,CO,80487,Miscellaneous,In-Kind Contribution Was Made To Cover This Expense.
House District 26,"Lukens, Meghan",152.31,10/24/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
House District 26,"Lukens, Meghan",6,10/28/21 0:00,Bluehost,Tempe,AZ,85281,Consultant & Professional Services,In-Kind Contribution Was Made To Cover This Expense.
House District 26,"Lukens, Meghan",559.88,10/31/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
House District 26,"Lukens, Meghan",96.86,11/3/21 0:00,Postnet,Steamboat Springs,CO,80487,Miscellaneous,
House District 26,"Lukens, Meghan",97.79,11/3/21 0:00,Master Printer,Canon City,CO,81212,Miscellaneous,
House District 26,"Lukens, Meghan",58,11/4/21 0:00,Usps,Steamboat Springs,CO,80487,Miscellaneous,
House District 26,"Lukens, Meghan",110.16,11/4/21 0:00,C & D Printing,Denver,CO,80212,Miscellaneous,
House District 26,"Lukens, Meghan",147.6,11/5/21 0:00,Getresponse,Wilmington,DE,19805,Fundraising Expenses,
House District 26,"Lukens, Meghan",57.51,11/7/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
House District 26,"Lukens, Meghan",67.17,11/14/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
House District 26,"Lukens, Meghan",95.27,11/21/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
House District 26,"Lukens, Meghan",6,11/27/21 0:00,Bluehost,Tempe,AZ,85281,Consultant & Professional Services,In-Kind Contribution Was Made To Cover This Expense.
House District 26,"Lukens, Meghan",17.78,11/28/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
House District 26,"Lukens, Meghan",29.05,12/5/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
House District 26,"Lukens, Meghan",71.02,12/9/21 0:00,Element Print,Steamboat Springs,CO,80477,Miscellaneous,
House District 26,"Lukens, Meghan",21.94,12/12/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
House District 26,"Lukens, Meghan",250,12/13/21 0:00,Boulder County Democratic Party,Boulder,CO,80303,Miscellaneous,In-Kind Contribution Was Made To Cover This Expense.
House District 26,"Lukens, Meghan",1500,12/16/21 0:00,Mfstrategies,Harrisburg,PA,17108,Consultant & Professional Services,
House District 26,"Lukens, Meghan",11.09,12/19/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
House District 26,"Lukens, Meghan",10.35,12/21/21 0:00,Mailchimp,Atlanta,GA,30308,Fundraising Expenses,
House District 26,"Lukens, Meghan",50,12/23/21 0:00,Joe Neguse For Congress,Boulder,CO,80306,Miscellaneous,In-Kind Contribution Was Made To Cover This Expense.
House District 26,"Lukens, Meghan",22.18,12/26/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
House District 26,"Lukens, Meghan",10.04,12/27/21 0:00,Bluehost,Tempe,AZ,85281,Consultant & Professional Services,In-Kind Contribution Was Made To Cover This Expense.
House District 26,"Lukens, Meghan",9.41,12/31/21 0:00,Mailchimp,Atlanta,GA,30308,Fundraising Expenses,
House District 26,"Lukens, Meghan",65.84,12/31/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
House District 26,"Wolfson, Savannah",,,,,,,,
House District 26,"Lowe, Glenn",,,,,,,,
House District 27,"Titone, Brianna",4.23,1/3/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,
House District 27,"Titone, Brianna",1,1/10/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Fee
House District 27,"Titone, Brianna",83,1/12/21 0:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Client
House District 27,"Titone, Brianna",17.2,1/17/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Fee
House District 27,"Titone, Brianna",31.91,1/19/21 0:00,Google Inc,Mountain View,CA,94043,Office Equipment & Supplies,Google Fi Internet Services
House District 27,"Titone, Brianna",16.17,1/19/21 0:00,Zoom,San Jose,CA,95113,Rent & Utilities,Video Conferencing
House District 27,"Titone, Brianna",2,1/29/21 0:00,First Bank Holding Co,Lakewood,CO,80215,Bank Fees,Fee For Business Card
House District 27,"Titone, Brianna",1.16,1/31/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Fee
House District 27,"Titone, Brianna",200,2/5/21 0:00,Google Inc,Mountain View,CA,94043,Advertising,Digital Advertising
House District 27,"Titone, Brianna",150,2/5/21 0:00,Google Inc,Mountain View,CA,94043,Advertising,Digital Advertising
House District 27,"Titone, Brianna",0.8,2/7/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Fee
House District 27,"Titone, Brianna",83,2/12/21 0:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Client
House District 27,"Titone, Brianna",1,2/14/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Fee
House District 27,"Titone, Brianna",16.17,2/16/21 0:00,Zoom,San Jose,CA,95113,Rent & Utilities,Video Conferencing
House District 27,"Titone, Brianna",2,2/26/21 0:00,First Bank Holding Co,Lakewood,CO,80215,Bank Fees,Fee For Business Card
House District 27,"Titone, Brianna",1.59,2/28/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Fee
House District 27,"Titone, Brianna",0.8,3/7/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Fee
House District 27,"Titone, Brianna",83,3/12/21 0:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Client
House District 27,"Titone, Brianna",1,3/14/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Fee
House District 27,"Titone, Brianna",16.17,3/16/21 0:00,Zoom,San Jose,CA,95113,Rent & Utilities,Video Conferencing
House District 27,"Titone, Brianna",31.91,3/17/21 0:00,Google Inc,Mountain View,CA,94043,Rent & Utilities,Google Fi Internet Service
House District 27,"Titone, Brianna",0.6,3/28/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Fee
House District 27,"Titone, Brianna",324,3/29/21 0:00,Ellie  Sullum,Denver,CO,80203,Consultant & Professional Services,Social Media And Writing Services
House District 27,"Titone, Brianna",2,3/31/21 0:00,First Bank Holding Co,Lakewood,CO,80215,Bank Fees,Business Card Fee
House District 27,"Titone, Brianna",29.45,4/1/21 0:00,Google Inc,Mountain View,CA,94043,Advertising,
House District 27,"Titone, Brianna",11.88,4/8/21 0:00,Namecheap,Phoenix,AZ,90064,Rent & Utilities,
House District 27,"Titone, Brianna",1.4,4/11/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Check #400281031
House District 27,"Titone, Brianna",83,4/12/21 0:00,Mailchimp,Atlanta,GA,30308,Rent & Utilities,Email Client
House District 27,"Titone, Brianna",16.17,4/16/21 0:00,Zoom,San Jose,CA,95113,Rent & Utilities,Video Conferencing
House District 27,"Titone, Brianna",342,4/16/21 0:00,Ellie  Sullum,Denver,CO,80203,Consultant & Professional Services,Writing Services
House District 27,"Titone, Brianna",2.38,4/18/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Check #400285428
House District 27,"Titone, Brianna",31.75,4/19/21 0:00,Google Inc,Mountain View,CA,94043,Rent & Utilities,Phone Service
House District 27,"Titone, Brianna",96,4/22/21 0:00,Calendly,Atlanta,GA,30363,Office Equipment & Supplies,Calendaring Software
House District 27,"Titone, Brianna",16,4/25/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Check #400289829
House District 27,"Titone, Brianna",360,4/26/21 0:00,Ellie  Sullum,Denver,CO,80203,Consultant & Professional Services,Writing Services
House District 27,"Titone, Brianna",2,4/30/21 0:00,First Bank Holding Co,Lakewood,CO,80215,Bank Fees,Business Bank Card
House District 27,"Titone, Brianna",0.6,5/2/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Check #400294740
House District 27,"Titone, Brianna",143.78,5/3/21 0:00,Google Inc,Mountain View,CA,94043,Advertising,
House District 27,"Titone, Brianna",0.8,5/9/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Check #400299088
House District 27,"Titone, Brianna",83,5/12/21 0:00,Mailchimp,Atlanta,GA,30308,Rent & Utilities,Email Client
House District 27,"Titone, Brianna",249.31,5/12/21 0:00,C&D Printing,Denver,CO,80212,Miscellaneous,Printed Letters For Graduating Students And Essential Workers
House District 27,"Titone, Brianna",1,5/16/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,
House District 27,"Titone, Brianna",16.17,5/17/21 0:00,Zoom,San Jose,CA,95113,Rent & Utilities,Video Conferencing Subscription
House District 27,"Titone, Brianna",31.72,5/17/21 0:00,Google Inc,Mountain View,CA,94043,Rent & Utilities,Telephone Service
House District 27,"Titone, Brianna",342,5/18/21 0:00,Ellie  Sullum,Denver,CO,80203,Consultant & Professional Services,Writing Services
House District 27,"Titone, Brianna",96,5/28/21 0:00,Colorado Rockies,Denver,CO,80205,Entertainment,Volunteer/Office Staff Outing For Pride Night
House District 27,"Titone, Brianna",2,5/28/21 0:00,First Bank Holding Co,Lakewood,CO,80215,Bank Fees,Business Bank Card
House District 27,"Titone, Brianna",0.6,5/30/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Check# 400312205
House District 27,"Titone, Brianna",3.76,6/2/21 0:00,Google Inc,Mountain View,CA,94043,Advertising,
House District 27,"Titone, Brianna",150,6/2/21 0:00,Arvada Chamber Of Commerce,Arvada,CO,80002,Miscellaneous,Annual Membership
House District 27,"Titone, Brianna",4.75,6/6/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Check #400316851
House District 27,"Titone, Brianna",5.54,6/13/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Check #400321272
House District 27,"Titone, Brianna",83,6/14/21 0:00,Mailchimp,Atlanta,GA,30308,Rent & Utilities,Email Client
House District 27,"Titone, Brianna",100,6/14/21 0:00,Colorado Secretary Of State,Denver,CO,80290,Miscellaneous,Settlement
House District 27,"Titone, Brianna",9.99,6/15/21 0:00,Google Inc,Mountain View,CA,94043,Office Equipment & Supplies,Teleprompter App From Google Store
House District 27,"Titone, Brianna",288,6/15/21 0:00,Ellie  Sullum,Denver,CO,80203,Consultant & Professional Services,Writing Services
House District 27,"Titone, Brianna",288,6/15/21 0:00,Ellie  Sullum,Denver,CO,80203,Consultant & Professional Services,Writing Services
House District 27,"Titone, Brianna",13.16,6/16/21 0:00,Namecheap,Phoenix,AZ,90064,Rent & Utilities,Website
House District 27,"Titone, Brianna",16.17,6/16/21 0:00,Zoom,San Jose,CA,95113,Rent & Utilities,Video Conferencing Subscription
House District 27,"Titone, Brianna",31.74,6/17/21 0:00,Google Inc,Mountain View,CA,94043,Rent & Utilities,Phone Service
House District 27,"Titone, Brianna",0.4,6/20/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Check #400325734
House District 27,"Titone, Brianna",15.42,6/27/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Check #400330321
House District 27,"Titone, Brianna",360,6/28/21 0:00,Ellie  Sullum,Denver,CO,80203,Consultant & Professional Services,Writing Services
House District 27,"Titone, Brianna",17.06,6/30/21 0:00,Act Blue Technical Services,Somerville,MA,02144-0031,Fundraising Expenses,Check #400334685
House District 27,"Titone, Brianna",2,6/30/21 0:00,First Bank Holding Co,Lakewood,CO,80215,Bank Fees,Business Bank Card
House District 27,"Titone, Brianna",8.97,7/4/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Fee
House District 27,"Titone, Brianna",11.28,7/11/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Service Fee
House District 27,"Titone, Brianna",83,7/13/21 0:00,Mailchimp,Atlanta,GA,30308,Rent & Utilities,Email Client
House District 27,"Titone, Brianna",288,7/14/21 0:00,Ellie  Sullum,Denver,CO,80203,Consultant & Professional Services,Writing Services
House District 27,"Titone, Brianna",103.63,7/14/21 0:00,Jeffco Schools Foundation,Golden,CO,80401,"Food, Beverages and Meals",Jeffco Schools Foundation Event. Individual Ticket
House District 27,"Titone, Brianna",16.17,7/16/21 0:00,Zoom,San Jose,CA,95113,Rent & Utilities,Video Conferencing Service
House District 27,"Titone, Brianna",2.78,7/18/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Service Fee
House District 27,"Titone, Brianna",31.59,7/19/21 0:00,Google Inc,Mountain View,CA,94043,Rent & Utilities,Google Fi Internet/Phone Service
House District 27,"Titone, Brianna",0.2,7/25/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Service Fee
House District 27,"Titone, Brianna",180,7/26/21 0:00,Ellie  Sullum,Denver,CO,80203,Consultant & Professional Services,Writing Services
House District 27,"Titone, Brianna",2,7/30/21 0:00,First Bank Holding Co,Lakewood,CO,80215,Bank Fees,Business Bank Card Monthly Service Fee
House District 27,"Titone, Brianna",500,7/30/21 0:00,Sonora Photography,Centennial,CO,80122,Consultant & Professional Services,Photography
House District 27,"Titone, Brianna",1.59,8/1/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Service Fee
House District 27,"Titone, Brianna",103.18,8/2/21 0:00,One Colorado,Denver,CO,80203,"Food, Beverages and Meals","Ally Awards Event, Individual Ticket"
House District 27,"Titone, Brianna",145,8/2/21 0:00,Glbt Community Center Of Colorado,Denver,CO,80218,"Food, Beverages and Meals","The Center On Colfax 45Th Anniversary Event, Individual Ticket"
House District 27,"Titone, Brianna",8.3,8/8/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Service Fee
House District 27,"Titone, Brianna",75,8/9/21 0:00,Adams County Democratic Party (A.C.D.C.C),Northglenn,CO,80234,Advertising,Quarter Page Ad In Jfk Dinner Program
House District 27,"Titone, Brianna",180,8/9/21 0:00,Ellie  Sullum,Denver,CO,80203,Consultant & Professional Services,Writing Services
House District 27,"Titone, Brianna",100,8/9/21 0:00,Adams County Democratic Party (A.C.D.C.C),Northglenn,CO,80234,"Food, Beverages and Meals","Jfk Dinner Event, Individual Ticket"
House District 27,"Titone, Brianna",83,8/12/21 0:00,Mailchimp,Atlanta,GA,30308,Rent & Utilities,Email Client
House District 27,"Titone, Brianna",1,8/15/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Service Fee
House District 27,"Titone, Brianna",16.17,8/16/21 0:00,Zoom,San Jose,CA,95113,Rent & Utilities,Video Conferencing Service
House District 27,"Titone, Brianna",31.57,8/17/21 0:00,Google Inc,Mountain View,CA,94043,Rent & Utilities,Google Fi Internet/Phone Service
House District 27,"Titone, Brianna",1500,8/27/21 0:00,Sheena  Kadi,Westminster,CO,80031,Consultant & Professional Services,Consulting Services
House District 27,"Titone, Brianna",3.48,8/29/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Service Fee
House District 27,"Titone, Brianna",17,8/30/21 0:00,Denver Post,Willoughby,OH,44096,Miscellaneous,Denver Post Digital Subscription
House District 27,"Titone, Brianna",2,8/31/21 0:00,First Bank Holding Co,Lakewood,CO,80215,Bank Fees,Business Bank Card Monthly Fee
House District 27,"Titone, Brianna",225,9/7/21 0:00,Lgbtq Victory Institute Inc,Washington Dc,CO,20005,Contributions,Victory Institute Conference Registration
House District 27,"Titone, Brianna",133.33,9/10/21 0:00,Office Depot,Arvada,CO,80002,Office Equipment & Supplies,Printer Toner Drum
House District 27,"Titone, Brianna",10.39,9/10/21 0:00,Office Depot,Arvada,CO,80002,Office Equipment & Supplies,Office Supplies
House District 27,"Titone, Brianna",7.02,9/12/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Service Fee
House District 27,"Titone, Brianna",83,9/13/21 0:00,Mailchimp,Atlanta,GA,30308,Rent & Utilities,Email Client
House District 27,"Titone, Brianna",16.17,9/16/21 0:00,Zoom,San Jose,CA,95113,Rent & Utilities,Video Conferencing Service
House District 27,"Titone, Brianna",296.96,9/16/21 0:00,Southwest Airlilnes,Dallas,TX,75235,Travel & Lodging,Victory Institute Conference Airfare
House District 27,"Titone, Brianna",0.8,9/19/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Service Fee
House District 27,"Titone, Brianna",31.56,9/20/21 0:00,Google Inc,Mountain View,CA,94043,Rent & Utilities,Google Fi Internet/Phone Service
House District 27,"Titone, Brianna",20,9/20/21 0:00,Arvada Chamber Of Commerce,Arvada,CO,80002,"Food, Beverages and Meals","Breakfast Event, Individual Ticket"
House District 27,"Titone, Brianna",71.13,9/26/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Service Fee
House District 27,"Titone, Brianna",250,9/27/21 0:00,Jefferson County Democratic Party,Lakewood,CO,80215,Advertising,Full Page Ad In Eleanor Roosevelt Dinner Program
House District 27,"Titone, Brianna",50,9/27/21 0:00,Jefferson County Democratic Party,Lakewood,CO,80215,"Food, Beverages and Meals","Eleanor Roosevelt Dinner, Individual Ticket"
House District 27,"Titone, Brianna",4.95,9/30/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Service Fee
House District 27,"Titone, Brianna",2,9/30/21 0:00,First Bank Holding Co,Lakewood,CO,80215,Bank Fees,Business Bank Card Monthly Service Fee
House District 27,"Titone, Brianna",0.8,10/3/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Service Fee
House District 27,"Titone, Brianna",5.2,10/4/21 0:00,King Soopers,Denver,CO,80223,"Food, Beverages and Meals",Coffee
House District 27,"Titone, Brianna",90,10/6/21 0:00,Jefferson County Democratic Party,Lakewood,CO,80215,"Food, Beverages and Meals",Event Ticket
House District 27,"Titone, Brianna",11.58,10/10/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Transaction Fee
House District 27,"Titone, Brianna",400,10/10/21 0:00,Sonora Photography,Centennial,CO,80122,Consultant & Professional Services,Photography
House District 27,"Titone, Brianna",83,10/12/21 0:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Service
House District 27,"Titone, Brianna",18.07,10/17/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Transaction Fee
House District 27,"Titone, Brianna",20,10/18/21 0:00,Arvada Chamber Of Commerce,Arvada,CO,80002,"Food, Beverages and Meals",Breakfast Event
House District 27,"Titone, Brianna",16.17,10/18/21 0:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Video Conferencing Subscription
House District 27,"Titone, Brianna",31.37,10/18/21 0:00,Google Inc,Mountain View,CA,94043,Office Equipment & Supplies,Internet Phone Service
House District 27,"Titone, Brianna",6.94,10/22/21 0:00,The Bluegrass Candelas,Arvada,CO,80007,"Food, Beverages and Meals",Coffee Meeting
House District 27,"Titone, Brianna",2.69,10/24/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Transaction Fee
House District 27,"Titone, Brianna",108.67,10/28/21 0:00,Asknet Cyberlink Shop,Karlsruhe,GE,76131,Office Equipment & Supplies,"Director Suite 365, Annual Subscription"
House District 27,"Titone, Brianna",2,10/29/21 0:00,First Bank Holding Co,Lakewood,CO,80215,Bank Fees,Business Card Fee
House District 27,"Titone, Brianna",34.55,10/31/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Transaction Fee
House District 27,"Titone, Brianna",205.11,11/4/21 0:00,Costco,Arvada,CO,80002-4617,Office Equipment & Supplies,Monitor
House District 27,"Titone, Brianna",1.47,11/7/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Transaction Fee
House District 27,"Titone, Brianna",14.16,11/10/21 0:00,Namecheap,Phoenix,AZ,90064,Office Equipment & Supplies,Website Registration
House District 27,"Titone, Brianna",188,11/10/21 0:00,Usps,Golden,CO,80401,Rent & Utilities,Po Box Rental
House District 27,"Titone, Brianna",83,11/12/21 0:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Client Subscription
House District 27,"Titone, Brianna",19.27,11/12/21 0:00,Sweet Bloom Coffee,Arvada,CO,80003,"Food, Beverages and Meals",Constituent Coffee Event
House District 27,"Titone, Brianna",22.3,11/14/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Transaction Fee
House District 27,"Titone, Brianna",14.16,11/15/21 0:00,Namecheap,Phoenix,AZ,90064,Office Equipment & Supplies,Url Registration
House District 27,"Titone, Brianna",16.17,11/16/21 0:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Video Conferencing Subscription
House District 27,"Titone, Brianna",290,11/17/21 0:00,House Democrats Petty Cash Fund,Denver,CO,80203,Miscellaneous,Caucus Petty Cash - Check #254
House District 27,"Titone, Brianna",31.6,11/18/21 0:00,Google Inc,Mountain View,CA,94043,Office Equipment & Supplies,Internet Phone Service
House District 27,"Titone, Brianna",14.16,11/19/21 0:00,Namecheap,Phoenix,AZ,90064,Office Equipment & Supplies,Website
House District 27,"Titone, Brianna",10.95,11/21/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Transaction Fee
House District 27,"Titone, Brianna",2.97,11/28/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Transaction Fee
House District 27,"Titone, Brianna",2,11/30/21 0:00,First Bank Holding Co,Lakewood,CO,80215,Bank Fees,Business Card Fee
House District 27,"Titone, Brianna",2000,11/30/21 0:00,House Democrats Petty Cash Fund,Denver,CO,80203,Miscellaneous,Caucus Dues - Check #256
House District 27,"Titone, Brianna",300,12/1/21 0:00,Lgbtq Victory Institute Inc,Washington Dc,CO,20005,Other,Conference Registration
House District 27,"Titone, Brianna",23.92,12/3/21 0:00,Dazbog Coffee,Denver,CO,80249,"Food, Beverages and Meals",Meal
House District 27,"Titone, Brianna",0.81,12/5/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Transaction Fee
House District 27,"Titone, Brianna",1.87,12/12/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Transaction Fee
House District 27,"Titone, Brianna",83,12/13/21 0:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Client Service
House District 27,"Titone, Brianna",16.17,12/16/21 0:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Video Conferencing Subscription
House District 27,"Titone, Brianna",9.37,12/19/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Transaction Fee
House District 27,"Titone, Brianna",31.59,12/20/21 0:00,Google Inc,Mountain View,CA,94043,Office Equipment & Supplies,Internet Phone Service
House District 27,"Titone, Brianna",195,12/20/21 0:00,Colorado Lgbtq Chamber Of Commerce,Denver,CO,80203,Other,Event Ticket
House District 27,"Titone, Brianna",6.53,12/26/21 0:00,Actblue Technical Services,Somerville,MA,02144-3132,Fundraising Expenses,Transaction Fee
