committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Mark Baisley Leadership Pac,Political Committee,150,8/31/21 0:00,Christy4Dcsd,Castle Rock,CO,80108,Contributions,School Board Contribution
Mark Baisley Leadership Pac,Political Committee,150,8/31/21 0:00,Kaylee4Dcsd,Parker,CO,80138,Contributions,School Board Contribution
Mark Baisley Leadership Pac,Political Committee,150,8/31/21 0:00,Mike4Dcsd,Larkspur,CO,80118,Contributions,School Board Contribution
Mckean Small Donor Committee,Small Donor Committee,10,8/31/21 0:00,First Bank North,Arvada,CO,80006,Bank Fees,
Monica Pac,Political Committee,2,8/31/21 0:00,,,,,Bank Fees,
Naiop Colorado Pac,Political Committee,10,8/31/21 0:00,1Stbank Of Denver,Denver,CO,80202,Bank Fees,
Naiop Colorado Pac,Political Committee,400,8/31/21 0:00,Elect Paul Lundeen,Monument,CO,80132,Contributions,
Naiop Colorado Pac,Political Committee,400,8/31/21 0:00,Woodward For Colorado,Loveland,CO,80538,Contributions,
Naiop Colorado Small Donor Committee,Small Donor Committee,10,8/31/21 0:00,1Stbank Of Denver,Denver,CO,80202,Bank Fees,
Naiop Colorado Small Donor Committee,Small Donor Committee,1000,8/31/21 0:00,Elect Paul Lundeen,Monument,CO,80132,Contributions,
Naiop Colorado Small Donor Committee,Small Donor Committee,1000,8/31/21 0:00,Woodward For Colorado,Loveland,CO,80538,Contributions,
Orale Fund,Political Committee,2,8/31/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,
Pueblo County Teachers' Association Small Donor Committee (Pcta Sdc),Small Donor Committee,0.18,8/31/21 0:00,,,,,Bank Fees,
Realtor Candidate Political Action Committee (Rcpac) - Fka: Colorado Association Of Realtors Pac (Co,Political Committee,25,8/31/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,
Realtor Small Donor Committee (Rsdc),Small Donor Committee,25,8/31/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,
Southern Colorado Values Pac,Political Committee,10,8/31/21 0:00,Firstbank North,Arvada,CO,80006,Bank Fees,
The Coleman Leadership Fund,Political Committee,4,8/31/21 0:00,1St Bank,Denver,CO,80249,Bank Fees,
Viatris Inc. Political Action Committee (Viapac),Political Committee,5000,8/31/21 0:00,All Together Colorado,Denver,CO,80206,Contributions,Direct Contribution
Viatris Inc. Political Action Committee (Viapac),Political Committee,5000,8/31/21 0:00,Better Colorado Alliance,Denver,CO,80206,Contributions,Direct Contribution
Colorado Democratic Party,Political Party Committee,350,9/1/21 0:00,Jefferson County Democratic Party,Lakewood,CO,80215,Contributions,Contribution
Duran For Colorado Leadership Fund,Political Committee,2,9/1/21 0:00,First Bank,Denver,CO,80218,Bank Fees,
Garnett Leadership Fund,Political Committee,51.74,9/1/21 0:00,,,,,"Food, Beverages and Meals",September Non-Itemized
Griswold Leadership Pac,Political Committee,500,9/1/21 0:00,Celia  Stockwell,Boulder,CO,80304,Consultant & Professional Services,Fundraising Consultant
Griswold Leadership Pac,Political Committee,500,9/1/21 0:00,Rkg Development,Lafayette,CO,80026,Consultant & Professional Services,Compliance Consultant
Kc Becker Leadership Fund,Political Committee,2,9/1/21 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Leroy Garcia Leadership Fund,Political Committee,9,9/1/21 0:00,Broadway Tavern And Grill,Pueblo,CO,81004,"Food, Beverages and Meals",Meeting Expense
Leroy Garcia Leadership Fund,Political Committee,78.99,9/1/21 0:00,Sushi Garden,Pueblo,CO,81005,"Food, Beverages and Meals",Meeting Expense
Leroy Garcia Leadership Fund,Political Committee,87.34,9/1/21 0:00,Broadway Tavern And Grill,Pueblo,CO,81004,"Food, Beverages and Meals",Meeting Expense
Libertarian Party Of Colorado (Lpco),Political Party Committee,90,9/1/21 0:00,Libertarian National Committee,Alexandria,VA,22314,Consultant & Professional Services,State Crm Plan Monthly Subscription
Lundeen Leadership Fund,Political Committee,37.25,9/1/21 0:00,Colorado Politics,Denver,CO,80202,Other,7218 ∑ Dues And Subscriptions
Monica Pac,Political Committee,110,9/1/21 0:00,Marinelli For Sheriff,Golden,CO,80000,Contributions,
Pikes Peak Small Donor Committee (Ppsdc),Small Donor Committee,12,9/1/21 0:00,,,,,Other,2 Emo Refunds
Sierra Club Small Donor Committee,Small Donor Committee,0.17,9/1/21 0:00,,,,,Bank Fees,Act Blue Fee
Susan Lontine Leadership Fund,Political Committee,2,9/1/21 0:00,1St Bank,Lakewood,CO,80215,Bank Fees,
Architects Of Colorado Political Committee (Arcpac),Political Committee,1.75,9/2/21 0:00,Square,San Francisco,CO,94130,Bank Fees,
Architects Of Colorado Political Committee (Arcpac),Political Committee,16.98,9/2/21 0:00,Square,San Francisco,CO,94130,Bank Fees,
Architects Of Colorado Political Committee (Arcpac),Political Committee,3.2,9/2/21 0:00,Square,San Francisco,CO,94130,Bank Fees,
Colorado Civil Justice League Pac,Political Committee,400,9/2/21 0:00,Bird For Colorado,Westminster,CO,80023,Contributions,
Colorado Democratic Party,Political Party Committee,97.97,9/2/21 0:00,Bankcard Associates,Wayzata,MN,55391,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,129.71,9/2/21 0:00,Bankcard Associates,Wayzata,MN,55391,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,22.5,9/2/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Colorado Republican Committee,Political Party Committee,2.5,9/2/21 0:00,Citywide Bank,Aurora,CO,80010,Bank Fees,Bank Fees
Colorado Republican Committee Political Action Committee,Political Committee,5.5,9/2/21 0:00,Citywide Bank,Aurora,CO,80010,Bank Fees,Bank Fees
Colorado Republican Committee Small Donor Committee,Small Donor Committee,2.5,9/2/21 0:00,Citiwide Bank,Aurora,CO,80010,Bank Fees,Bank Fees
Fields For Colorado Leadership Fund,Political Committee,85.19,9/2/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
Friends Of Colorado Hospitals (F/K/A Hospitals Express Legislative Preference),Political Committee,25.95,9/2/21 0:00,,,,,Bank Fees,Cc Merchant Fee
Fund For Educational Progress (Fep),Small Donor Committee,2000,9/2/21 0:00,Kristin For Cherry Creek School District,Englewood,CO,80111,Contributions,
Fund For Educational Progress (Fep),Small Donor Committee,3000,9/2/21 0:00,Kelly Bates For Ccsd,Aurora,CO,80016,Contributions,
Jpmorgan Chase & Co. Pac,Political Committee,2500,9/2/21 0:00,Senate Majority Fund,Denver,CO,80205,Contributions,2021 Contribution To Committee Id 20075624120
Leroy Garcia Leadership Fund,Political Committee,72.89,9/2/21 0:00,Loves,Fountain,CO,80817,Travel & Lodging,Gas
Leroy Garcia Leadership Fund,Political Committee,81.2,9/2/21 0:00,Death & Co Denver,Denver,CO,80205,"Food, Beverages and Meals",Meeting Expense
Monica Pac,Political Committee,104.15,9/2/21 0:00,Danielle Varda For Jeffco Schools,Arvada,CO,80005,Contributions,
Monica Pac,Political Committee,100,9/2/21 0:00,John Beltrone For Edgewater Mayor,Edgewater,CO,80214,Contributions,
Monica Pac,Political Committee,100,9/2/21 0:00,Mary Parker For Jeffco Schools,Littleton,CO,80127,Contributions,
Monica Pac,Political Committee,104.15,9/2/21 0:00,Paula Reed For Jeffco School Board,Lakewood,CO,80228,Contributions,
Terri Pac,Political Committee,10,9/2/21 0:00,,,,,Bank Fees,
The Boeing Company Political Action Committee,Political Committee,625,9/2/21 0:00,Colorado Chamber Political Action Committee,Denver,CO,80202,Contributions,2021 Contribution
The Boeing Company Political Action Committee,Political Committee,500,9/2/21 0:00,Mike For Mayor,Aurora,CO,80047,Contributions,2023 General
The Coleman Leadership Fund,Political Committee,1.03,9/2/21 0:00,Patreon Inc.,Pali Alto,CA,94306,Other,Subscription
U.S. Bancorp Political Participation Program,Political Committee,-625,9/2/21 0:00,Colorado Bankers Association State Pac,Denver,CO,80203,Returned Expenditure,Original Check Was Undelivered And Voided
Colorado Democratic Party,Political Party Committee,1.58,9/3/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,22.49,9/3/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,42.06,9/3/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,8000,9/3/21 0:00,Jena Griswold For Colorado,Louisville,CO,80027,Contributions,Contribution
Colorado Democratic Party,Political Party Committee,2621.19,9/3/21 0:00,Matthew  Mcgovern,Denver,CO,80203,Employee Services,Payroll
Colorado Democratic Party,Political Party Committee,649.12,9/3/21 0:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
Colorado Democratic Party,Political Party Committee,681.21,9/3/21 0:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
Colorado Democratic Party,Political Party Committee,1775.37,9/3/21 0:00,Madeline R Zann,Denver,CO,80206,Employee Services,Payroll
Colorado'S Moms And Dads,Political Committee,25,9/3/21 0:00,Facebook,Menlo Park,CA,94025,Advertising,
Investher,Political Committee,50,9/3/21 0:00,Squarespace Inc.,New York,NY,10014,Other,Website And Email Hosting And Maintenance
Monica Pac,Political Committee,20,9/3/21 0:00,Actblue,West Somerville,MA,2144,Contributions,
Colorado'S Moms And Dads,Political Committee,25,9/4/21 0:00,Facebook,Menlo Park,CA,94025,Advertising,
Colorado'S Moms And Dads,Political Committee,6,9/5/21 0:00,Facebook,Menlo Park,CA,94025,Advertising,
Bird For Colorado Leadership Fund,Political Committee,500,9/7/21 0:00,O'Dorisio For Adams County,Welby,CO,80229,Contributions,
Bird For Colorado Leadership Fund,Political Committee,50,9/7/21 0:00,Deven 4 Broomfield,Broomfield,80,,Contributions,
Bird For Colorado Leadership Fund,Political Committee,50,9/7/21 0:00,Henson For Thornton,Thornton,CO,80229,Contributions,
Colorado Democratic Party,Political Party Committee,37.73,9/7/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,Software License Fee
Colorado Democratic Party,Political Party Committee,85.66,9/7/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,Software License Fee
Colorado Democratic Party,Political Party Committee,7500,9/7/21 0:00,"Irn, Inc.",Grand Rapids,MI,49512,Office Equipment & Supplies,Subscription
Garnett Leadership Fund,Political Committee,500,9/7/21 0:00,Guyleen Castriotta For Mayor,Broomfield,CO,80023,Contributions,
Garnett Leadership Fund,Political Committee,500,9/7/21 0:00,John Ronquillo For Aurora City Council,Aurora,CO,80015,Contributions,
Griswold Leadership Pac,Political Committee,100,9/7/21 0:00,Pitkin County Democratic Party,Aspen,CO,81611,Contributions,
Kc Becker Leadership Fund,Political Committee,100,9/7/21 0:00,Randy Moorman For Arvada,Arvada,CO,80005,Contributions,
Kc Becker Leadership Fund,Political Committee,100,9/7/21 0:00,Anita For Westminster,Westminster,CO,80031,Contributions,
Leroy Garcia Leadership Fund,Political Committee,63.15,9/7/21 0:00,Lazy Dog,Colorado Springs,CO,80920,"Food, Beverages and Meals",Meeting Expense
Unitedhealth Group Incorporated Pac (Unitedhealth Group Pac),Political Committee,1500,9/7/21 0:00,Restore Colorado Leadership Fund,Loveland,CO,80537,Contributions,Contribution
Valdez For Colorado Rainbow Fund,Political Committee,232.51,9/7/21 0:00,Victory Institute,Washington,DC,20005,Other,Event Ticket
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Bird For Colorado,Westminster,CO,80023,Contributions,2022 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Bird For Colorado,Westminster,CO,80023,Contributions,2022 General
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Bridges For Colorado,Denver,CO,80203,Contributions,2024 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Chris Kennedy For Colorado,Lakewood,CO,80215,Contributions,2022 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Chris Kennedy For Colorado,Lakewood,CO,80215,Contributions,2022 General
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Colin For Colorado,Littleton,CO,80127,Contributions,2022 General
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Colin For Colorado,Littleton,CO,80127,Contributions,2022 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Committee To Elect Barbara Kirkmeyer,Brighton,CO,80603,Contributions,2024 General
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Committee To Elect Barbara Kirkmeyer,Brighton,CO,80603,Contributions,2024 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Committee To Elect Bob Gardner,Colorado Springs,CO,80903,Contributions,2024 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Committee To Elect Cleave Simpson,Alamosa,CO,81101,Contributions,2024 General
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Committee To Elect Cleave Simpson,Alamosa,CO,81101,Contributions,2024 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Committee To Elect Hugh Mckean,Loveland,CO,80537,Contributions,2022 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Committee To Elect Hugh Mckean,Loveland,CO,80537,Contributions,2022 General
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Committee To Elect Marc Snyder,Colorado Springs,CO,80904,Contributions,2022 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Committee To Elect Matt Soper,Delta,CO,81416,Contributions,2022 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Committee To Elect Matt Soper,Delta,CO,81416,Contributions,2022 General
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Dafna Michaelson Jenet For Colorado Hd30,Commerce City,CO,80022,Contributions,2022 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Dafna Michaelson Jenet For Colorado Hd30,Commerce City,CO,80022,Contributions,2022 General
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Joann Ginal For Colorado,Fort Collins,CO,80524,Contributions,2024 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Kevin Van Winkle For Colorado,Highlands Ranch,CO,80126,Contributions,2022 General
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Kevin Van Winkle For Colorado,Highlands Ranch,CO,80126,Contributions,2022 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Kyle Mullica For Hd 34,Northglenn,CO,80234,Contributions,2022 General
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Kyle Mullica For Hd 34,Northglenn,CO,80234,Contributions,2022 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Mark Baisley For Colorado,Denver,CO,80202,Contributions,2022 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Mark Baisley For Colorado,Denver,CO,80202,Contributions,2022 General
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,People For Susan Lontine,Denver,CO,80123,Contributions,2022 Primary
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Van Beber For State House,Eaton,CO,80615,Contributions,2022 General
"Anthem, Inc. Political Action Committee (Anthem Pac)",Political Committee,200,9/8/21 0:00,Van Beber For State House,Eaton,CO,80615,Contributions,2022 Primary
Coloradans For Western Values Leadership Pac,Political Committee,200,9/8/21 0:00,Jody  Richie,Colorado Springs,CO,80918,Consultant & Professional Services,
Colorado Bioscience Pac,Political Committee,400,9/8/21 0:00,Bird For Colorado,Westminster,CO,80023,Contributions,
Colorado Democratic Party,Political Party Committee,662.98,9/8/21 0:00,Hudson Bay Co. Of Illinois,Lincoln,NE,68516,Consultant & Professional Services,Consulting Fees
Colorado Democratic Party,Political Party Committee,150.93,9/8/21 0:00,Squarespace,New York,NY,10014,Office Equipment & Supplies,Website Hosting Fee
Colorado Independent Auto Dealers Political Committee,Political Committee,200,9/8/21 0:00,Bird For Colorado,Westminster,CO,80023,Contributions,Fundraiser
Energy Workers Of Colorado Sdc,Small Donor Committee,2.3,9/8/21 0:00,Anedot,,CO,,Bank Fees,
Leadership For Educational Equity - Colorado Pac,Political Committee,98.74,9/8/21 0:00,Leadership For Educational Equity,Washington,DC,20001,Consultant & Professional Services,
Valdez For Colorado Rainbow Fund,Political Committee,18,9/8/21 0:00,Zoho,Pleasantville,CA,94588,Consultant & Professional Services,
Wine And Spirits Wholesalers Of Colorado Inc Pac,Political Committee,15,9/8/21 0:00,Bank Of America,Denver,CO,80206,Bank Fees,Remote Deposit Monthly Fee
"Aft Colorado Federation Of Teachers, School, Health And Public Employees (Sdc)",Small Donor Committee,5000,9/9/21 0:00,Jena For Colorado,Redacted,CO,0,Contributions,
Builders Supporting Home Ownership - Small Donor,Small Donor Committee,25,9/9/21 0:00,Pueblo Latino Chamber Of Commerce,Pueblo,CO,81003,Other,Government Affairs Chair Person Attended A Candidate Forum For City Council
Colorado Health Care Association Pc,Political Committee,1000,9/9/21 0:00,Senate Majority Fund,Denver,CO,80205,Contributions,
Colorado Working Families Party Small Donor Committee,Small Donor Committee,95,9/9/21 0:00,Campaign Verify,,,,Miscellaneous,Text Verification
Dcta Fund (Formerly Political Action Committee),Small Donor Committee,22000,9/9/21 0:00,Southwest For Sochi,Denver,CO,80219,Contributions,Contribution
District Twelve Educators Association Politica Action Committee For Education,Political Committee,247.5,9/9/21 0:00,"Altitude Arts, Llc",Littleton,CO,80123,Miscellaneous,Pictures For Mailers
Fields For Colorado Leadership Fund,Political Committee,115,9/9/21 0:00,Arapahoe County Democratic Party,Aurora,CO,80014-2644,Contributions,
Foothills Republicans,Political Committee,85,9/9/21 0:00,,,,,Other,September Meeting Speaker Fund
Foothills Republicans,Political Committee,20.84,9/9/21 0:00,Paypal,San Jose,CA,95131,Bank Fees,Paypal Fees
Foothills Republicans,Political Committee,50.52,9/9/21 0:00,Wix.Com Ltd,Tel Aviv,IS,90201,Bank Fees,Wix Payment Fees
Garnett Leadership Fund,Political Committee,380,9/9/21 0:00,Act Blue,Cambridge,MA,2138,Fundraising Expenses,
Leroy Garcia Leadership Fund,Political Committee,3.23,9/9/21 0:00,Solar Roast,Pueblo,CO,81003,"Food, Beverages and Meals",Meeting Expense
Unite Colorado,Political Committee,697,9/9/21 0:00,Polestar,Denver,CO,80203,Consultant & Professional Services,Monthly Consulting Fees + Fees For Activities Related To Closing The Entity
United Mine Workers Of America,Political Committee,1000,9/9/21 0:00,,,,,Contributions,Contribution To Non-Co Candidates
Valdez For Colorado Rainbow Fund,Political Committee,100,9/9/21 0:00,Javier For Colorado,Denver,CO,80219-5033,Contributions,
Valdez For Colorado Rainbow Fund,Political Committee,100,9/9/21 0:00,Sophia For Colorado,,CO,,Contributions,
Valdez For Colorado Rainbow Fund,Political Committee,100,9/9/21 0:00,Re-Elect Crystal Murillo,Aurora,CO,80044,Contributions,
Cigna Corporation Employee Political Action Committee,Political Committee,625,9/10/21 0:00,Benavidez For Colorado Leadership Fund,Denver,CO,80221,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,625,9/10/21 0:00,Buckner For Colorado Leadership Fund,Aurora,CO,80014,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,625,9/10/21 0:00,Dominick Moreno Political Committee (Dompac),Commerce City,CO,80022,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,625,9/10/21 0:00,Edie Hooton Leadership Fund,Boulder,CO,80304,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,400,9/10/21 0:00,Elect Tim Geitner,Falcon,CO,80831,Contributions,2022 Primary & General
Cigna Corporation Employee Political Action Committee,Political Committee,625,9/10/21 0:00,Esgar Leadership Fund,Pueblo,CO,81004,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,625,9/10/21 0:00,Fields For Colorado Leadership Fund,Aurora,CO,80011,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,625,9/10/21 0:00,Forever Young Pac,Greeley,CO,80631,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,625,9/10/21 0:00,Jackson For Colorado House Leadership Fund,Aurora,CO,80011,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,625,9/10/21 0:00,Karen For Co Leadership Pac,Longmont,CO,80503,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,625,9/10/21 0:00,Mclachlan Leadership Fund,Durango,CO,81301,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,625,9/10/21 0:00,Pettersen Pac,Lakewood,CO,80226,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,1575,9/10/21 0:00,Restore Colorado Leadership Fund,Loveland,CO,80537,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,625,9/10/21 0:00,Ricks Pac,Aurora,CO,80015,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,3500,9/10/21 0:00,Senate Majority Fund,Denver,CO,80205,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,625,9/10/21 0:00,Susan Lontine Leadership Fund,Denver,CO,80219,Contributions,2021 Contribution
Cigna Corporation Employee Political Action Committee,Political Committee,400,9/10/21 0:00,Woodward For Colorado,Loveland,CO,80538,Contributions,2022 Primary & General
Colorado American Federation Of Labor & Congress Of Industrial Organizations Nonpartisan Small Donor,Small Donor Committee,-550,9/10/21 0:00,Pueblo County Democratic Party,Pueblo,CO,81003,Returned Expenditure,Party Did Not Process
Colorado Federation Of College Republicans - Political Committee,Political Committee,12,9/10/21 0:00,Squarespace,New York,NY,10014,Miscellaneous,
Colorado Federation Of College Republicans - Political Committee,Political Committee,32,9/10/21 0:00,Squarespace,New York,NY,10014,Miscellaneous,
Colorado State Conference Of Electrical Workers Small Donor Committee (Cscew),Small Donor Committee,4000,9/10/21 0:00,Robert  Rodriguez,Denver,CO,80222,Contributions,Rodriguez For Colorado - Contribution Check Number 2321
Esgar Leadership Fund,Political Committee,200,9/10/21 0:00,Bennet For Colorado,Denver,CO,80201,Contributions,
Griswold Leadership Pac,Political Committee,2,9/10/21 0:00,,,,,Bank Fees,
Land Title Assoc Of Co Pac  (Ltac Pac),Political Committee,140,9/10/21 0:00,32 Auctions,Madison,WI,53705,Fundraising Expenses,Online Auction Platform
Leroy Garcia Leadership Fund,Political Committee,19,9/10/21 0:00,Colorado Valets,Denver,CO,80202,Travel & Lodging,Valet
Leroy Garcia Leadership Fund,Political Committee,74.58,9/10/21 0:00,Loves,Fountain,CO,80817,Travel & Lodging,Gas
Leroy Garcia Leadership Fund,Political Committee,200,9/10/21 0:00,Bennet For Colorado,Denver,CO,80201,Contributions,Contribution
"Mednax, Inc. Federal Political Action Committee",Political Committee,7500,9/10/21 0:00,All Together Colorado,Denver,CO,80206,Contributions,Political Contribution
"Mednax, Inc. Federal Political Action Committee",Political Committee,2500,9/10/21 0:00,Senate Majority Fund,Denver,CO,80205,Contributions,Political Contribution
Public Education Committee,Small Donor Committee,3166.67,9/10/21 0:00,Danielle Varda For Jeffco Schools,Arvada,CO,80005,Contributions,
Public Education Committee,Small Donor Committee,3166.67,9/10/21 0:00,Mary Parker For Jeffco Schools,Littleton,CO,80127,Contributions,
Public Education Committee,Small Donor Committee,2250,9/10/21 0:00,People For Jackson Dreiling,Westminster,CO,80234,Contributions,
Public Education Committee,Small Donor Committee,3250,9/10/21 0:00,Kelly Bates For Ccsd,Aurora,CO,80016,Contributions,
Public Education Committee,Small Donor Committee,1875,9/10/21 0:00,Southwest For Sochi,Denver,CO,80219,Contributions,
Public Education Committee,Small Donor Committee,1000,9/10/21 0:00,Citizens For Kate Miya,Thornton,CO,80260,Contributions,
Students First Fund,Political Committee,6.47,9/11/21 0:00,King Soopers,Colorado Springs,CO,80920,"Food, Beverages and Meals",Food For Volunteers
Zenpac,Political Committee,50,9/11/21 0:00,Jon  Voelz,Westminster,CO,80031,Contributions,
Zenpac,Political Committee,100,9/11/21 0:00,Obi  Ezeadi,Westminster,CO,80211,Contributions,
Colorado Working Families Party Small Donor Committee,Small Donor Committee,0.91,9/12/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
United Colorado Committee,Political Party Committee,10,9/12/21 0:00,Godaddy.Com,Scottsdale,AZ,85260,Rent & Utilities,In Kind - Web Hosting
Blueflower Fund,Small Donor Committee,16.3,9/13/21 0:00,Zoom Video Communications,San Jose,CA,95133,Office Equipment & Supplies,
Colorado Independent Auto Dealers Political Committee,Political Committee,5000,9/13/21 0:00,Senate Majority Fund,Denver,CO,80205,Contributions,Fundraiser
Colorado Private School Association Political Committee (Cpsa),Political Committee,24.98,9/13/21 0:00,,,,,Bank Fees,
Doctors Company Colorado Pac (Colorado Docpac),Political Committee,152.95,9/13/21 0:00,Wells Fargo Bank,Santa Rosa,CA,95401,Bank Fees,Bank Fees
Friends Of Colorado Hospitals (F/K/A Hospitals Express Legislative Preference),Political Committee,49.78,9/13/21 0:00,,,,,Bank Fees,Bank Fee
Karen For Co Leadership Pac,Political Committee,100,9/13/21 0:00,Phil Weiser For Colorado,Denver,CO,80230,Contributions,
Leroy Garcia Leadership Fund,Political Committee,27.6,9/13/21 0:00,Hyatt Regency,Denver,CO,80202,"Food, Beverages and Meals",Meeting Expense
Leroy Garcia Leadership Fund,Political Committee,35,9/13/21 0:00,Hyatt Regency,Denver,CO,80202,"Food, Beverages and Meals",Meeting Expense
Leroy Garcia Leadership Fund,Political Committee,42.54,9/13/21 0:00,Capital Grille,Denver,CO,80202,"Food, Beverages and Meals",Meeting Expense
"Mednax, Inc. Federal Political Action Committee",Political Committee,-2500,9/13/21 0:00,Better Colorado Alliance,Denver,CO,80206,Returned Expenditure,Void Of 01.11.21 Political Contribution
Verizon Good Government Club Of Colorado,Political Committee,10.22,9/13/21 0:00,"Wells Fargo, N.A.",Charlotte,NC,28262,Bank Fees,Bank Fees
Architects Of Colorado Political Committee (Arcpac),Political Committee,0.33,9/14/21 0:00,Square,San Francisco,CO,94130,Bank Fees,
Boulder Valley Education Association Small Donor Committee,Small Donor Committee,3000,9/14/21 0:00,Nicole Rajpal For Boulder Valley School District Board Of Education,Boulder,CO,80304,Contributions,Campaign Contribution
Boulder Valley Education Association Small Donor Committee,Small Donor Committee,4000,9/14/21 0:00,Deann Bucher For Boulder Valley School District,Louisville,CO,80027,Contributions,Campaign Contribution
Colorado Working Families Party Small Donor Committee,Small Donor Committee,50,9/14/21 0:00,Colorado Secretary Of State,Denver,CO,80290,Miscellaneous,
Colorado'S Moms And Dads,Political Committee,23.64,9/14/21 0:00,Donorbox,San Francisco,CA,94103,Bank Fees,
Edie Hooton Leadership Fund,Political Committee,11.92,9/14/21 0:00,Firstbank,Boulder,CO,80302,Bank Fees,
Hilltop Victory Fund,Political Committee,200,9/14/21 0:00,Elect Dennis Hisey,Fountain,CO,80817,Contributions,
