District,candidate,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Senate District 30,"Holbert, Chris",Republican,6.59,12/9/19 0:00,Keri  Ebel,Lone Tree,CO,80124,Office Equipment & Supplies,Water For Capitol Office
Senate District 30,"Holbert, Chris",Republican,50,12/11/19 0:00,Mile High United Way,Denver,CO,80205,Contributions,Charitable Contribution
Senate District 30,"Holbert, Chris",Republican,28.04,12/15/19 0:00,Go! Calendars,Lone Tree,CO,80124,Office Equipment & Supplies,Calendars
Senate District 30,"Holbert, Chris",Republican,12.85,12/15/19 0:00,Office Depot,Greenwood Village,CO,80111,Office Equipment & Supplies,Desk Blotter
Senate District 30,"Holbert, Chris",Republican,2.63,12/16/19 0:00,Starbucks,Greenwood Village,CO,80111,"Food, Beverages and Meals",Coffee With Stakeholders
Senate District 30,"Holbert, Chris",Republican,4.93,12/23/19 0:00,Starbucks,Greenwood Villave,CO,80111,"Food, Beverages and Meals",Coffee With Stakeholder
Senate District 30,"Holbert, Chris",Republican,116.38,12/26/19 0:00,"Godaddy, Llc",Scottsdale,AZ,85260,Miscellaneous,Email Services
Senate District 09,"Lundeen, Paul",Republican,15,1/1/21 0:00,The Colorado Sun,Denver,CO,80202,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,120,1/1/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,57.4,1/1/21 0:00,Us Postoffice,Monument,CO,8012,Other,6223 ∑ Postage
Senate District 09,"Lundeen, Paul",Republican,8.3,1/1/21 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,4.2,1/13/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,0.69,1/20/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,120,1/22/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,19.8,1/22/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,15,2/1/21 0:00,The Colorado Sun,The,CO,80202,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,96,2/1/21 0:00,Squarespace,San Francisco,CA,94103,Other,6410 ∑ Registration & Hosting
Senate District 09,"Lundeen, Paul",Republican,22.25,2/3/21 0:00,Harland Clark Checks,San Antonio,TX,78249,Other,7214 ∑ Office Supplies
Senate District 09,"Lundeen, Paul",Republican,0.69,2/9/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,120,2/20/21 0:00,Theory Twelve,Colorado Springs,CO,80920,Other,7390 ∑ Other Communications Expense
Senate District 09,"Lundeen, Paul",Republican,120,2/22/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,15,2/26/21 0:00,The Colorado Sun,The,CO,80202,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,11.34,3/1/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,120,3/5/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,37.95,3/17/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,5.28,3/18/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,4.2,3/19/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,2.25,3/20/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,150,3/26/21 0:00,Theory Twelve,Colorado Springs,CO,80920,Other,7390 ∑ Other Communications Expense
Senate District 09,"Lundeen, Paul",Republican,15,3/26/21 0:00,The Colorado Sun,Denver,CO,80202,Miscellaneous,
Senate District 09,"Lundeen, Paul",Republican,180.46,3/26/21 0:00,Rocky Mountain Pro,Denver,CO,80021,Fundraising Expenses,
Senate District 09,"Lundeen, Paul",Republican,200,3/28/21 0:00,Charles  Searle,Monument,CO,80132,Other,5140 ∑ Event Food & Beverage
Senate District 09,"Lundeen, Paul",Republican,400,4/3/21 0:00,Senate Republicans,Denver,CO,80203,Other,Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,370,4/12/21 0:00,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,120,5/6/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,15,5/25/21 0:00,The Colorado Sun,Denver,CO,80202,Other,Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,15,5/25/21 0:00,The Colorado Sun,Denver,CO,80202,Other,Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,120,6/15/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,8.1,6/15/21 0:00,Anedot,Baton Rouge,LA,70808,Bank Fees,
Senate District 09,"Lundeen, Paul",Republican,21.38,6/16/21 0:00,Anedot,Baton Rouge,LA,70808,Bank Fees,
Senate District 09,"Lundeen, Paul",Republican,15.9,6/18/21 0:00,Anedot,Baton Rouge,LA,70808,Bank Fees,
Senate District 09,"Lundeen, Paul",Republican,60,7/1/21 0:00,Chase Card Services,Carol Stream,IL,60197,Other,7720 ∑ Licenses & Fees
Senate District 09,"Lundeen, Paul",Republican,15,7/1/21 0:00,The Colorado Sun,Denver,CO,80205,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,1.28,7/2/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,38.68,7/3/21 0:00,Bad Daddy'S Burger Bar,Colorado Springs,CO,80920,Other,7640 ∑ Meals
Senate District 09,"Lundeen, Paul",Republican,120,7/3/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,15.9,7/5/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,150,7/9/21 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 09,"Lundeen, Paul",Republican,183.9,7/13/21 0:00,Amazon,Seattle,WA,98109,Other,7214 ∑ Office Supplies
Senate District 09,"Lundeen, Paul",Republican,11.98,7/13/21 0:00,Kum & Go,Monument,CO,80132,Other,7652 ∑ Vehicle Gas
Senate District 09,"Lundeen, Paul",Republican,14.98,7/13/21 0:00,Costco,Colorado Springs,CO,80918,Other,7231 ∑ Refreshments & Food
Senate District 09,"Lundeen, Paul",Republican,120,7/15/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,4.2,7/20/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,15.9,7/22/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,4.2,7/25/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,126.45,7/26/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,16.2,7/27/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,15.9,7/28/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,4.2,8/3/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,86.94,8/5/21 0:00,Handwrytten,Phoenix,AZ,85014,Other,7214 ∑ Office Supplies
Senate District 09,"Lundeen, Paul",Republican,120,8/5/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,2.25,8/16/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,4.2,9/17/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,4.2,10/20/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,150,10/22/20 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 09,"Lundeen, Paul",Republican,8.3,11/1/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,15,11/1/20 0:00,Colorado Sun,Denver,CO,80212,Other,6830 ∑ Advertising Expense
Senate District 09,"Lundeen, Paul",Republican,49.97,11/1/20 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,120,11/1/20 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,8.3,12/1/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,15,12/1/20 0:00,The Colorado Sun,The,CO,,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,120,12/1/20 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,8.3,12/30/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,15,12/30/20 0:00,The Colorado Sun,The,CO,,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,120,12/30/20 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,113.34,10/1/21 0:00,Staples,Colorado Springs,CO,80919,Other,7214 ∑ Office Supplies
Senate District 09,"Lundeen, Paul",Republican,27.2,10/1/21 0:00,The University Club,Denver,CO,80203,Other,6890 ∑ Other Meeting Expense
Senate District 09,"Lundeen, Paul",Republican,120,10/1/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,3.5,10/1/21 0:00,,,,,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 09,"Lundeen, Paul",Republican,120,10/5/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,89.53,10/13/21 0:00,Handwrytten,Phoenix,AZ,85014,Other,7214 ∑ Office Supplies
Senate District 09,"Lundeen, Paul",Republican,73.73,10/14/21 0:00,Conoco,Castle Rock,CO,80108,Other,7652 ∑ Vehicle Gas
Senate District 09,"Lundeen, Paul",Republican,1052.5,11/4/21 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 09,"Lundeen, Paul",Republican,20.1,11/9/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,300,11/10/21 0:00,Robert  Huff,Memphis,TN,38168,Other,6221 ∑ Printing
Senate District 09,"Lundeen, Paul",Republican,120,11/30/21 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,3500,12/6/21 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,400,1/22/19 0:00,Colorado Senate Republicans,Denver,CO,80203,Miscellaneous,Caucus Dues
Senate District 09,"Lundeen, Paul",Republican,250,1/29/19 0:00,National Western Junior Livestock Show,Denver,CO,80216,Contributions,
Senate District 09,"Lundeen, Paul",Republican,250,1/30/19 0:00,Voter Vac,Colorado Springs,CO,80903,Advertising,
Senate District 09,"Lundeen, Paul",Republican,1.3,2/15/19 0:00,Anedot,Baton Rouge,LA,70808,Bank Fees,
Senate District 09,"Lundeen, Paul",Republican,750,2/26/19 0:00,The Strategy Firm Llc,Brighton,CO,80601,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,59,3/19/19 0:00,Nationbuilder,Los Angeles,CA,90071,Fundraising Expenses,
Senate District 09,"Lundeen, Paul",Republican,145.94,3/19/19 0:00,Rocky Mountain Pro,Denver,CO,80021,Miscellaneous,Apparrel
Senate District 09,"Lundeen, Paul",Republican,348.23,3/19/19 0:00,King Sooper,Colorado Springs,CO,80921,"Food, Beverages and Meals",
Senate District 09,"Lundeen, Paul",Republican,750,3/25/19 0:00,The Strategy Firm Llc,Brighton,CO,80601,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,45,3/28/19 0:00,Cardmember Services,Carol Stream,IL,60197,Bank Fees,
Senate District 09,"Lundeen, Paul",Republican,75,4/9/19 0:00,Shelby  Woods,Littleton,CO,80129,Miscellaneous,Parking
Senate District 09,"Lundeen, Paul",Republican,330,4/9/19 0:00,Travis  Thomas,Littleton,CO,80129,Miscellaneous,
Senate District 09,"Lundeen, Paul",Republican,34,4/9/19 0:00,Matthew  Leland,Colorado Springs,CO,80920,Miscellaneous,Parking
Senate District 09,"Lundeen, Paul",Republican,194.51,4/15/19 0:00,Chase Card Service,Palatine,IL,60094,Fundraising Expenses,
Senate District 09,"Lundeen, Paul",Republican,150,4/17/19 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,5.35,5/1/19 0:00,,,,,"Food, Beverages and Meals",
Senate District 09,"Lundeen, Paul",Republican,59,5/2/19 0:00,Nationbuilder,Los Angeles,CA,90071,Fundraising Expenses,
Senate District 09,"Lundeen, Paul",Republican,4.2,5/2/19 0:00,,,,,"Food, Beverages and Meals",
Senate District 09,"Lundeen, Paul",Republican,115.51,5/3/19 0:00,Rocky Mountain Pro,Denver,CO,80021,Miscellaneous,Apparell
Senate District 09,"Lundeen, Paul",Republican,36.72,5/3/19 0:00,Chipolte,Denver,CO,80401,"Food, Beverages and Meals",
Senate District 09,"Lundeen, Paul",Republican,400,5/6/19 0:00,Jared  Fontaine,Colorado Springs,CO,80904,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,48.37,5/7/19 0:00,Ups Store,Monument,CO,80132,Miscellaneous,Shipping
Senate District 09,"Lundeen, Paul",Republican,1500,5/8/19 0:00,The Strategy Firm,Brighton,CO,80601,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,200,6/6/19 0:00,William  Mutch,Colorado Springs,CO,80907,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,9.49,6/30/19 0:00,Anedot,Baton Rouge,LA,70808,Bank Fees,
Senate District 09,"Lundeen, Paul",Republican,150,7/8/19 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 09,"Lundeen, Paul",Republican,400,7/25/19 0:00,El Paso County Republican Central Committee,Colorado Springs,CO,80919,Other,5140 ∑ Event Food & Beverage
Senate District 09,"Lundeen, Paul",Republican,1500,7/29/19 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,59,8/5/19 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,120,8/5/19 0:00,Tri-Lakes Printing,Monument,CO,80132,Other,6211 ∑ Printing
Senate District 09,"Lundeen, Paul",Republican,750,8/26/19 0:00,The Strategy Firm Llc,Monument,CO,80132,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,8.1,9/18/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,58.93,9/18/19 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6410 ∑ Registration & Hosting
Senate District 09,"Lundeen, Paul",Republican,8.1,9/19/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,20.1,9/23/19 0:00,Anedot,Baton Rouge,LA,70808,Bank Fees,
Senate District 09,"Lundeen, Paul",Republican,4.2,9/24/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,15.9,9/30/19 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,750,9/30/19 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,750,12/4/18 0:00,The Strategy Firm Llc,Brighton,CO,80601,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,150,12/11/18 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,750,12/27/18 0:00,The Strategy Firm Llc,Brighton,CO,80601,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,35.64,12/31/18 0:00,Staples,Colorado Springs,CO,80922,Office Equipment & Supplies,
Senate District 09,"Lundeen, Paul",Republican,136.67,1/2/20 0:00,Lulu'S Frozen Yogurt,Colorado Springs,CO,80920,Other,5140 ∑ Event Food & Beverage
Senate District 09,"Lundeen, Paul",Republican,4.2,1/3/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,56.3,1/6/20 0:00,Us Postoffice,Monument,CO,8012,Other,6223 ∑ Postage
Senate District 09,"Lundeen, Paul",Republican,4.2,1/7/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,400,1/7/20 0:00,Senate Republicans,Denver,CO,80203,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,2,1/7/20 0:00,,,,,Other,7657 ∑ Vehicle Tolls And Parking
Senate District 09,"Lundeen, Paul",Republican,35.64,1/8/20 0:00,The University Club,Denver,CO,80203,Other,6890 ∑ Other Meeting Expense
Senate District 09,"Lundeen, Paul",Republican,96,1/9/20 0:00,Squarespace,San Francisco,CA,94103,Other,7213 ∑ Office Furniture & Equipment
Senate District 09,"Lundeen, Paul",Republican,352.06,1/13/20 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 09,"Lundeen, Paul",Republican,29.99,1/15/20 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,74.5,1/17/20 0:00,Colorado Politics,Denver,CO,80203,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,219.8,1/17/20 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,8.3,1/17/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,1.28,1/21/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,750,1/24/20 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,8.3,2/1/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6410 ∑ Registration & Hosting
Senate District 09,"Lundeen, Paul",Republican,5.09,2/12/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,20,2/12/20 0:00,Senate Services,Denver,CO,80203,Other,8100 ∑ Gifts & Donations
Senate District 09,"Lundeen, Paul",Republican,10.17,2/20/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,39.12,2/20/20 0:00,Fork And Spoon,Denver,CO,80203,Other,6890 ∑ Other Meeting Expense
Senate District 09,"Lundeen, Paul",Republican,6.66,2/21/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,0.94,2/25/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,64.76,2/26/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,750,2/26/20 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,16.9,2/27/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,0.94,2/29/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,1.88,2/29/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,10.76,3/1/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,1.88,3/2/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,8.3,3/2/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,6.62,3/2/20 0:00,,,,,Other,5190 ∑ Other Event Expense
Senate District 09,"Lundeen, Paul",Republican,2.22,3/4/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,41.49,3/15/20 0:00,Chase Card Services,Carol Stream,IL,60197,Other,7820 ∑ Merchant Account Fees
Senate District 09,"Lundeen, Paul",Republican,219.8,3/15/20 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,12,3/25/20 0:00,Broadmoor Parking,Colorado Springs,CO,80906,Other,7229 ∑ Parking Expense
Senate District 09,"Lundeen, Paul",Republican,45,3/25/20 0:00,Chase Card Services,Carol Stream,IL,60197,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,29.78,3/25/20 0:00,Fork And Spoon,Denver,CO,80203,Other,6890 ∑ Other Meeting Expense
Senate District 09,"Lundeen, Paul",Republican,750,3/25/20 0:00,The Strategy Firm Llc,Monument,CO,80132,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,59,4/2/20 0:00,Nationbuilder,Los Angelas,CA,90071,Miscellaneous,
Senate District 09,"Lundeen, Paul",Republican,153.52,4/15/20 0:00,Mailchimp,Atlanta,GA,30308,Fundraising Expenses,
Senate District 09,"Lundeen, Paul",Republican,3.23,4/15/20 0:00,Anedot,New Orleans,LA,70112,Bank Fees,
Senate District 09,"Lundeen, Paul",Republican,750,4/25/20 0:00,The Strategy Firm Llc,Brighton,CO,80601,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,8.3,5/9/20 0:00,Nationbuilder,Los Angelas,CA,90071,Miscellaneous,
Senate District 09,"Lundeen, Paul",Republican,49.97,5/9/20 0:00,Mailchimp,Atlanta,GA,30308,Fundraising Expenses,
Senate District 09,"Lundeen, Paul",Republican,158.36,5/25/20 0:00,Sws Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
Senate District 09,"Lundeen, Paul",Republican,8.3,6/1/20 0:00,Nationbuilder,Los Angelas,CA,90071,Miscellaneous,
Senate District 09,"Lundeen, Paul",Republican,49.97,6/1/20 0:00,Mailchimp,Atlanta,GA,30308,Fundraising Expenses,
Senate District 09,"Lundeen, Paul",Republican,36.34,7/1/20 0:00,Godaddy,Scottsdale,AZ,85260,Other,6490 ∑ Other Website Expense
Senate District 09,"Lundeen, Paul",Republican,49.97,7/1/20 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,8.3,7/1/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,15,7/1/20 0:00,,,,,Other,6590 ∑ Other Research Expense
Senate District 09,"Lundeen, Paul",Republican,3.23,7/5/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,150,7/6/20 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
Senate District 09,"Lundeen, Paul",Republican,4.2,7/28/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,4.2,8/3/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,36.54,8/6/20 0:00,Godaddy,Scottsdale,AZ,85260,Other,6410 ∑ Registration & Hosting
Senate District 09,"Lundeen, Paul",Republican,88.43,8/6/20 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,8.3,8/6/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,8.3,8/30/20 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,15.9,9/2/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,49.91,9/3/20 0:00,Mailchimp,Atlanta,GA,30308,Other,7350 ∑ Email Service
Senate District 09,"Lundeen, Paul",Republican,15,9/3/20 0:00,The Colorado Sun,Denver,CO,80202,Other,7218 ∑ Dues And Subscriptions
Senate District 09,"Lundeen, Paul",Republican,120,9/3/20 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,295,9/3/20 0:00,Trail Blazer,Greenwood Village,CO,80111,Other,7410 ∑ General Consultants
Senate District 09,"Lundeen, Paul",Republican,1.28,9/21/20 0:00,Anedot,Baton Rouge,LA,70808,Other,7800 ∑ Banking Fees
Senate District 09,"Lundeen, Paul",Republican,8.3,10/2/19 0:00,Nationbuilder,Los Angelas,CA,90071,Other,6580 ∑ Voter Data
Senate District 09,"Lundeen, Paul",Republican,42.34,10/10/19 0:00,Godaddy,Scottsdale,AZ,85260,Other,6400 ∑ Website Expense
