committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Fair Tax Colorado,Issue Committee,4485,12/30/20 0:00,Rkg Development,Lafayette,CO,80026,Consultant & Professional Services,Compliance Consulting
Abortion Access For All,Issue Committee,60,12/31/20 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Abortion Access For All,Issue Committee,24.6,12/31/20 0:00,Usps,Denver,CO,80210,Bank Fees,
Abortion Access For All,Issue Committee,97.86,12/31/20 0:00,Range Law,Denver,CO,80203,Telephone,
Campaign For Real Election Protection,Issue Committee,10,12/31/20 0:00,"Wells Fargo Bank, Na",Highlands Ranch,CO,80129,Bank Fees,
Coalition For Women And Children,Issue Committee,3,12/31/20 0:00,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
Colorado Rising For Health And Safety,Issue Committee,2,12/31/20 0:00,Firstbank Of Boulder,Boulder,CO,80301,Bank Fees,Bank Charge Toward Credit Card
Educators For Equity,Issue Committee,2,12/31/20 0:00,,,,,Bank Fees,
Iam27J,Issue Committee,5,12/31/20 0:00,Tbk Bank,Bettenforf,IA,52722,Bank Fees,Paper Statement Fee
Students Vote No On 115,Issue Committee,17,12/31/20 0:00,City National Bank,Beverly Hills,CA,90210,Bank Fees,
Cannabis Community For Fairness And Safety,Issue Committee,30,1/3/22 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Recall Polis - Griswold 2021,Issue Committee,10,1/3/22 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Monthly Bank Fee
Safe And Healthy Colorado,Issue Committee,27,1/3/22 0:00,Paragon Payment Solutions,Tempe,AZ,85282,Bank Fees,
Citizens For Arts To Zoo,Issue Committee,900,1/5/22 0:00,Kk  Ciruli,San Clemente,CA,92672,Consultant & Professional Services,
Recall Polis - Griswold 2021,Issue Committee,2,1/10/22 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Monthly Fee For Debit Card
Protect Local Control,Issue Committee,947,1/14/22 0:00,Ireland Stapleton Pryor & Pascoe,Denver,CO,80202,Other,Legal Expenses
Protect Local Control,Issue Committee,28.8,1/14/22 0:00,Expedia.Com,Seatlle,WA,98119,Travel & Lodging,Expedia.Com Charge For Airline Tickets For Bernie Buescher To Travel To Denver For Title Board Hearing.
Coloradans For Animal Care,Issue Committee,400,1/15/22 0:00,Strategic Compliance Llc,Denver,CO,80205,Consultant & Professional Services,
Coloradans Vote,Issue Committee,500,1/15/22 0:00,Strategic Compliance Llc,Denver,CO,80205,Consultant & Professional Services,
Protect Local Control,Issue Committee,397.19,1/18/22 0:00,United Airlines,Denver,CO,80249,Travel & Lodging,United Airline Charge For Tickets For Bernie Buescher To Travel To Denver For Title Board Hearing.
"Protecting Coloradoís Environment, Economy, And Energy Independence (Protect Colorado)",Issue Committee,1800,1/18/22 0:00,"Strategic Compliance, Llc",Denver,CO,80205,Consultant & Professional Services,
Coloradans For Equal Opportunity,Issue Committee,1651.27,1/19/22 0:00,Aclu Foundation,New York,NY,10004,Contributions,Termination
Protect Local Control,Issue Committee,1168.5,1/19/22 0:00,Ireland Stapleton Pryor & Pascoe,Denver,CO,80202,Other,Legal Expenses
Iam27J,Issue Committee,59,1/20/22 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Nationbuilder
Protect Local Control,Issue Committee,767.43,1/20/22 0:00,Bernie  Buescher,Grand Junction,CO,81506,Travel & Lodging,"Reimbursement To Bernie Buescher For January 18 Trip To Denver For Review And Comment Meeting.  Itemized: Uber ($45.33), Art Hotel ($203.72), United Airlines (468.17), Uber ($50.28) Total Trip Expenses $767.43"
Citizens For Colorado'S Water Inc,Issue Committee,1122,1/23/22 0:00,Colorado Water Congress,Denver,CO,80203,Other,2022 Dues
Cannabis Community For Fairness And Safety,Issue Committee,5.3,1/25/22 0:00,,,,,Office Equipment & Supplies,
Recall Polis - Griswold 2022,Issue Committee,3500,1/25/22 0:00,Alphagraphics,Glendale,CO,80246,Other,Down Payment On Printing Recall Petitions - Citizens For Colorado
Coloradans Against School Vouchers,Issue Committee,48.74,1/26/22 0:00,Cindra  Barnard,Steamboat Springs,CO,80487,Contributions,Return Of Contribution
Yes On Prop. 119,Issue Committee,13093.49,1/26/22 0:00,76 Group,Frisco,CO,80443,Consultant & Professional Services,Campaign Consulting And Committee Termination Expenses
Educators For Equity,Issue Committee,240,1/28/22 0:00,Scarlett Greene,Denver,CO,80210-2812,Consultant & Professional Services,
Colorado Character,Issue Committee,5,1/31/22 0:00,Citywide Banks,Denver,CO,80202,Bank Fees,
Educators For Equity,Issue Committee,2,1/31/22 0:00,,,,,Bank Fees,
Recall Polis - Griswold 2022,Issue Committee,10,2/1/22 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Monthly Bank Fee - Checking Account
Safe And Healthy Colorado,Issue Committee,27,2/2/22 0:00,Paragon Payment Solutions,Tempe,AZ,85282,Bank Fees,
Protect Local Control,Issue Committee,496.46,2/7/22 0:00,Bernie  Buescher,Grand Junction,CO,81506,Travel & Lodging,"Reimbursement To Bernie Bueshecer For January 31 Trip To Denver For Title Board Hearing. Art Hotel ($446), Airtrain ($10.50), Uber ($39.96). Total Trip Expenses $496.46"
Recall Polis - Griswold 2022,Issue Committee,2,2/8/22 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Checking Account Debit Cards
Coloradans Against School Vouchers,Issue Committee,5,2/15/22 0:00,Cindra  Barnard,Steamboat Springs,CO,80487,Contributions,Return Of Contribution
Coloradans For Animal Care,Issue Committee,400,2/15/22 0:00,Strategic Compliance Llc,Denver,CO,80205,Consultant & Professional Services,
Iam27J,Issue Committee,59,2/19/22 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Nationbuilder
Colorado Character,Issue Committee,1300,2/22/22 0:00,Strategic Compliance,Denver,CO,80205,Consultant & Professional Services,
Protect Local Control,Issue Committee,4344,2/25/22 0:00,Ireland Stapleton Pryor & Pascoe,Denver,CO,80202,Other,Legal Expenses
Colorado Character,Issue Committee,5,2/28/22 0:00,Citywide Banks,Denver,CO,80202,Bank Fees,
Educators For Equity,Issue Committee,2,2/28/22 0:00,,,,,Bank Fees,
Natural Medicine Colorado,Issue Committee,12,2/28/22 0:00,,,,,Bank Fees,
Recall Polis - Griswold 2022,Issue Committee,10,3/1/22 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Monthly Bank Fee For Checking Account
Cannabis Community For Fairness And Safety,Issue Committee,30,3/2/22 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Recall Polis - Griswold 2022,Issue Committee,1135,3/2/22 0:00,Copy(S) In A Flash,Pueblo,CO,81003,Miscellaneous,Print Recall Petitions For Gov Polis And Sos Griswold
Safe And Healthy Colorado,Issue Committee,27,3/2/22 0:00,Paragon Payment Solutions,Tempe,AZ,85282,Bank Fees,
Citizens For Petition Rights,Issue Committee,17.6,3/8/22 0:00,,,,,Office Equipment & Supplies,Checks
Recall Polis - Griswold 2022,Issue Committee,2,3/11/22 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Monthly Bank Fee For Checking Account Debit Cards
Natural Medicine Colorado,Issue Committee,2500,3/12/22 0:00,Trimpa Group,Denver,CO,80207,Consultant & Professional Services,
Natural Medicine Colorado,Issue Committee,2100,3/12/22 0:00,Tierney Lawrence,Denver,CO,80203,Consultant & Professional Services,
Natural Medicine Colorado,Issue Committee,116,3/14/22 0:00,Deluxe,Shoreview,MN,55126,Office Equipment & Supplies,
Natural Medicine Colorado,Issue Committee,138,3/14/22 0:00,Usps,Denver,CO,80210,Other,Po Box Rental
Natural Medicine Colorado,Issue Committee,521,3/14/22 0:00,Scarlett Greene,Denver,CO,80210,Consultant & Professional Services,
Natural Medicine Colorado,Issue Committee,316265,3/14/22 0:00,Landslide Political,Salt Lake City,UT,84103,Consultant & Professional Services,
Coloradans For Animal Care,Issue Committee,400,3/15/22 0:00,Strategic Compliance Llc,Denver,CO,80205,Consultant & Professional Services,
Natural Medicine Colorado,Issue Committee,6000,3/15/22 0:00,Ridder Braden,Denver,CO,80202,Consultant & Professional Services,
Protect Local Control,Issue Committee,636.87,3/15/22 0:00,Bernie  Buescher,Grand Junction,CO,81506,Travel & Lodging,"Reimbursement To Bernie Buescher For Travel Expenses.  (Hampton Inn, $151.63; United Airlines $405.20; Uber, $80.04)"
Recall Polis - Griswold 2022,Issue Committee,2000,3/16/22 0:00,Alphagraphics,Glendale,CO,80246,Miscellaneous,Print Recall Petitions For Polis And Griswold
Iam27J,Issue Committee,59,3/19/22 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Nationbuilder
Natural Medicine Colorado,Issue Committee,33750,3/22/22 0:00,Fm3 Research,Oakland,CA,94612,Other,Research
Educators For Equity,Issue Committee,10,3/24/22 0:00,,,,,Other,Co Sos Periodic Fee
Citizens For Arts To Zoo,Issue Committee,7500,3/25/22 0:00,Scientific And Cultural Facilities District,Denver,CO,80204,Contributions,
Citizens For Arts To Zoo,Issue Committee,5625,3/25/22 0:00,"C Olorado Legislative Services, Llc",Denver,CO,80203,Consultant & Professional Services,
Recall Polis - Griswold 2022,Issue Committee,3091.8,3/28/22 0:00,Alphagraphics,Glendale,CO,80246,Other,Recall Polis-Griswold Petition Printing
Reorganize This House,Issue Committee,94.71,3/28/22 0:00,Patrick R Lawson,Sterling,CO,80751,Other,"Closing Out The Expenditure Committee, And Getting The Balance To Zero."
Natural Medicine Colorado,Issue Committee,6500,3/29/22 0:00,Ridder Braden,Denver,CO,80202,Consultant & Professional Services,
Colorado Character,Issue Committee,5,3/31/22 0:00,Citywide Banks,Denver,CO,80202,Bank Fees,
Educators For Equity,Issue Committee,2,3/31/22 0:00,,,,,Bank Fees,
Natural Medicine Colorado,Issue Committee,2000,3/31/22 0:00,Scarlett Greene,Denver,CO,80210,Consultant & Professional Services,
Natural Medicine Colorado,Issue Committee,57,3/31/22 0:00,1St Bank,Lakewood,CO,80215,Bank Fees,
Cannabis Community For Fairness And Safety,Issue Committee,72,4/1/22 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Colorado Life Initiative,Issue Committee,253.71,4/1/22 0:00,Life Support,Fort Collins,CO,80527,Advertising,Post Cards
Recall Polis - Griswold 2022,Issue Committee,10,4/1/22 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Monthly Checking Account Fee
Cannabis Community For Fairness And Safety,Issue Committee,478,4/4/22 0:00,Rkg Development,Lafayette,CO,80026,Consultant & Professional Services,Compliance Consultant
Natural Medicine Colorado,Issue Committee,3325,4/4/22 0:00,Helix Consulting Group,Arvada,CO,80003,Consultant & Professional Services,
Natural Medicine Colorado,Issue Committee,5000,4/4/22 0:00,Trimpa Group,Denver,CO,80207,Consultant & Professional Services,
Colorado Life Initiative,Issue Committee,1116.2,4/6/22 0:00,Postnet,Aurora,CO,80013,Other,Petition Printing
Recall Polis - Griswold 2022,Issue Committee,2,4/8/22 0:00,1St Bank,Loveland,CO,80537,Bank Fees,Monthly Checking Debit Card Fee
Protect Local Control,Issue Committee,3114,4/12/22 0:00,Ireland Stapleton Pryor & Pascoe,Denver,CO,80202,Other,Legal Expenses
Natural Medicine Colorado,Issue Committee,782,4/13/22 0:00,Tierney Lawrence,Denver,CO,80203,Consultant & Professional Services,
Healthy School Meals For All Colorado Students,Issue Committee,4.2,4/14/22 0:00,Wepay,Redwood City,CA,94063,Bank Fees,Bank Fees
Natural Medicine Colorado,Issue Committee,3325,4/14/22 0:00,Helix Consulting Group,Arvada,CO,80003,Consultant & Professional Services,
Natural Medicine Colorado,Issue Committee,500000,4/14/22 0:00,Landslide Political,Salt Lake City,UT,84103,Consultant & Professional Services,
"Protecting Coloradoís Environment, Economy, And Energy Independence (Protect Colorado)",Issue Committee,1200,4/18/21 0:00,"Strategic Compliance, Llc",Denver,CO,80205,Consultant & Professional Services,
Colorado Life Initiative,Issue Committee,12.59,4/19/22 0:00,Usps,Fort Morgan,CO,80701,Miscellaneous,Postage For Petitions
Natural Medicine Colorado,Issue Committee,5000,4/19/22 0:00,Winning Mark,Portland,OR,97214,Consultant & Professional Services,
Natural Medicine Colorado,Issue Committee,2833,4/19/22 0:00,Susan  Bates,Denver,CO,80221,Consultant & Professional Services,
Colorado Life Initiative,Issue Committee,3.09,4/20/22 0:00,Usps,Brush,CO,80723,Other,Postage For Petitions
Colorado Life Initiative,Issue Committee,16.1,4/20/22 0:00,Usps,Brush,CO,80723,Other,Postage For Petitions
Natural Medicine Colorado,Issue Committee,367.46,4/20/22 0:00,Aspen Mt Lodge,Aspen,CO,81611,Travel & Lodging,
Natural Medicine Colorado,Issue Committee,43.97,4/20/22 0:00,Copy Copy,Glenwood Springs,CO,81601,Office Equipment & Supplies,
Natural Medicine Colorado,Issue Committee,40.6,4/20/22 0:00,Camp De Fiori,Aspen,CO,81611,"Food, Beverages and Meals",
Natural Medicine Colorado,Issue Committee,164.97,4/20/22 0:00,Ridder Braden,Denver,CO,80202,Travel & Lodging,Mileage
Colorado Life Initiative,Issue Committee,32.2,4/21/22 0:00,Usps,Fort Morgan,CO,80701,Other,Postage For Petitions
Great Education Colorado Issue Committee,Issue Committee,2194,4/22/22 0:00,C & D Printing,Denver,CO,80212,Other,Petitions Packets
Natural Medicine Colorado,Issue Committee,14000,4/26/22 0:00,Campaign Products Of The Rockies,Denver,CO,80201,Other,Petitions
Colorado Life Initiative,Issue Committee,49.08,4/27/22 0:00,Usps,Brush,CO,80723,Other,Postage For Petitions
Colorado Character,Issue Committee,42,9/30/21 0:00,Citywide Banks,Denver,CO,80202,Bank Fees,
Coalition For Women And Children,Issue Committee,307.01,10/2/21 0:00,Squarespace,San Francisco,CA,94103,Fundraising Expenses,
Safe And Healthy Colorado,Issue Committee,121.75,10/4/21 0:00,Paragon Payment Solutions,Tempe,AZ,85282,Bank Fees,
Citizens For Arts To Zoo,Issue Committee,910,10/5/21 0:00,Kk  Ciruli,San Clemente,CA,92672,Consultant & Professional Services,Accounting Services
Coalition For Women And Children,Issue Committee,55.47,10/5/21 0:00,Mailchimp,Atlanta,GA,30308,Miscellaneous,Email Service
Educators For Equity,Issue Committee,240,10/5/21 0:00,Scarlett Greene,Denver,CO,80210-2812,Consultant & Professional Services,
Citizens For Ridgway R-2,Issue Committee,13.73,10/11/21 0:00,True Value - Ridgway,Ridgway,CO,81432,Office Equipment & Supplies,
"A Brighter, Healthier Future For Colorado'S Kids",Issue Committee,-20316.06,10/12/21 0:00,Gmmb,Washington,DC,20007,Returned Expenditure,Unused Media Funds
"A Brighter, Healthier Future For Colorado'S Kids",Issue Committee,1500,10/12/21 0:00,Rkg Development,Lafayette,CO,80026,Consultant & Professional Services,Compliance Consulting
Educators For Equity,Issue Committee,650,10/13/21 0:00,Rita K Gilbert,Lakewood,CO,80227,Consultant & Professional Services,
Educators For Equity,Issue Committee,1000,10/13/21 0:00,Scarlett Greene,Denver,CO,80210-2812,Consultant & Professional Services,
"Protecting Coloradoís Environment, Economy, And Energy Independence (Protect Colorado)",Issue Committee,1200,10/15/21 0:00,"Strategic Compliance, Llc",Denver,CO,80205,Consultant & Professional Services,
Coalition For Women And Children,Issue Committee,11353.12,10/24/21 0:00,Life Decisions,Denver,CO,80237,Contributions,
Coalition For Women And Children,Issue Committee,4,10/29/21 0:00,1St Bank,Brighton,CO,80601,Bank Fees,
Educators For Equity,Issue Committee,2,10/29/21 0:00,,,,,Bank Fees,
Citizens For Arts To Zoo,Issue Committee,5000,11/1/21 0:00,Colorado Legislative Strategies,Denver,CO,80203,Consultant & Professional Services,
Safe And Healthy Colorado,Issue Committee,27,11/2/21 0:00,Paragon Payment Solutions,Tempe,AZ,85282,Bank Fees,
"Protecting Coloradoís Environment, Economy, And Energy Independence (Protect Colorado)",Issue Committee,1200,11/9/21 0:00,"Strategic Compliance, Llc",Denver,CO,80205,Consultant & Professional Services,
Coloradans For Animal Care,Issue Committee,2.3,11/11/21 0:00,,,,,Other,Credit Card Processing Fee
Coloradans Against School Vouchers,Issue Committee,-48.74,11/23/21 0:00,Paragon Solutions,Tempe,AZ,85282,Bank Fees,Offset Due To Update Of Filed Item
Coloradans Against School Vouchers,Issue Committee,47.74,11/23/21 0:00,Paragon Solutions,Tempe,AZ,85282,Bank Fees,
Educators For Equity,Issue Committee,2,11/30/21 0:00,,,,,Bank Fees,
Iam27J,Issue Committee,500,11/30/21 0:00,Kabza,Wheat Ridge,CO,80034,Consultant & Professional Services,Election Analysis
Cannabis Community For Fairness And Safety,Issue Committee,30,12/1/21 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Cannabis Community For Fairness And Safety,Issue Committee,500,12/1/21 0:00,Rkg Development,Lafayette,CO,80026,Consultant & Professional Services,
Friends Of St. Vrain And Left Hand Water,Issue Committee,423.29,12/1/21 0:00,Left Hand Watershed Center,Longmont,CO,80544,Other,Contribution
Coloradans For Animal Care,Issue Committee,4.3,12/2/21 0:00,,,,,Other,Credit Card Processing Fees
Safe And Healthy Colorado,Issue Committee,27,12/2/21 0:00,Paragon Payment Solutions,Tempe,AZ,85282,Bank Fees,
Yes On Prop. 119,Issue Committee,5000,12/3/21 0:00,Wilkinson Barker Knauer Llp,Denver,CO,80211,Consultant & Professional Services,Outreach Consulting
Yes On Prop. 119,Issue Committee,3500,12/3/21 0:00,50Can Action Fund,Washington,DC,20010,Consultant & Professional Services,Texting And Staff Time
Allies For Co Ag,Issue Committee,5,12/6/21 0:00,Melody  Michel,Fort Collins,CO,80524,Bank Fees,Reimbursement For Contributions
Cannabis Community For Fairness And Safety,Issue Committee,142.57,12/6/21 0:00,Paypal,San Jose,CA,95131,Fundraising Expenses,Credit Card Processing Fee
Yes On Prop. 119,Issue Committee,15000,12/6/21 0:00,76 Group,Frisco,CO,80443,Consultant & Professional Services,Management And Outreach Consulting
"A Brighter, Healthier Future For Colorado'S Kids",Issue Committee,20113.86,12/7/21 0:00,Colorado Children'S Campaign,Denver,CO,80203,Contributions,Charitable Contribution To 501C3 Organization
"A Brighter, Healthier Future For Colorado'S Kids",Issue Committee,30,12/7/21 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Cannabis Community For Fairness And Safety,Issue Committee,650,12/8/21 0:00,Rkg Development,Lafayette,CO,80026,Consultant & Professional Services,
Cannabis Community For Fairness And Safety,Issue Committee,1000,12/8/21 0:00,Rkg Development,Lafayette,CO,80026,Consultant & Professional Services,
Educators For Equity,Issue Committee,67,12/8/21 0:00,1St Bank,Denver,CO,80222,Bank Fees,
Coloradans For Animal Care,Issue Committee,400,12/15/21 0:00,Strategic Compliance Llc,Denver,CO,80205,Consultant & Professional Services,Compliance Consulting
Yes On Prop. 119,Issue Committee,1501,12/15/21 0:00,Maven Law Group,Denver,CO,80202,Consultant & Professional Services,Legal Fees
Iam27J,Issue Committee,59,12/19/21 0:00,Nationbuilder,Los Angeles,CA,90071,Consultant & Professional Services,Nationbuilder
We Are Rfsd (Roaring Fork School District),Issue Committee,334.74,12/21/21 0:00,Roaring Fork Schools Foundation,Carbondale,CO,81623,Gifts,Donation
Coloradans Against School Vouchers,Issue Committee,1.26,12/22/21 0:00,Cindra  Barnard,Steamboat Springs,CO,80487,Contributions,Return Of Contribution
Colorado Character,Issue Committee,5,12/30/21 0:00,Citywide Banks,Denver,CO,80202,Bank Fees,
Educators For Equity,Issue Committee,2,12/31/21 0:00,,,,,Bank Fees,
Yes On Prop. 119,Issue Committee,4415.23,12/31/21 0:00,76 Group,Frisco,CO,80443,"Food, Beverages and Meals",Event Expenses
Yes On Prop. 119,Issue Committee,5000,12/31/21 0:00,Wilkinson Barker Knauer Llp,Denver,CO,80211,Consultant & Professional Services,Outreach Consulting
