District,candidate,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Attorney General,"Weiser, Philip",Democratic,59.38,2/9/21 0:00,Office Depot,Denver,CO,80202,Office Equipment & Supplies,Printing Services
Attorney General,"Weiser, Philip",Democratic,59.37,2/9/21 0:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,Mailing Supplies
Governor,"Neuschwanger, Danielle",American Constitution Party,59.34,10/17/21 0:00,"Ad Victoriam Consulting, Llc",New York,NY,10004,Consultant & Professional Services,Winred Processing Fee
Governor,"Lopez, Greg",Republican,59.3,12/30/19 0:00,Pay Pal,San Jose,CA,95131,Fundraising Expenses,Pay Pal Credit Credit Transaction Fee
Secretary of State,"O'Donnell, Francis",Republican,59.21,1/29/22 0:00,Printing Express Plus,Olathe,KS,66062,Advertising,Magnetic Campaign Signs
Governor,"Ganahl, Heidi",Republican,59.16,2/22/22 0:00,Amazon,Seattle,WA,98109,Other,7214 ∑ Office Supplies
Governor,"Polis, Jared",Democratic,59.15,12/13/21 0:00,Amazon.Com,Seattle,WA,98109,Office Equipment & Supplies,Supplies
Secretary of State,"Griswold, Jena",Democratic,59.14,9/3/21 0:00,Usps - Superior,Superior,CO,80027,Office Equipment & Supplies,Stamps
Governor,"Ganahl, Heidi",Republican,59.02,9/18/21 0:00,Safeway,Pueblo,CO,81007,Other,5140 ∑ Event Food & Beverage
CU Regent District 01,"James, Wanda",Democratic,59,10/19/21 0:00,Usps - Denver,Denver,CO,80211,Other,Po Box Rental
Secretary of State,"Griswold, Jena",Democratic,58.93,2/24/22 0:00,7Th Street Deli,Grand Junction,CO,81501,"Food, Beverages and Meals",
Governor,"Lopez, Greg",Republican,58.92,5/2/21 0:00,Circle K,Parker,CO,80134,Travel & Lodging,
Secretary of State,"Griswold, Jena",Democratic,58.85,3/15/20 0:00,Actblue,West Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
Governor,"Ganahl, Heidi",Republican,58.75,2/7/22 0:00,Asa  Dyer,Palmer Lake,CO,80133,Other,5190 ∑ Other Event Expense
Governor,"Ganahl, Heidi",Republican,58.61,4/11/22 0:00,Target,Littleton,CO,80123,Other,7214 ∑ Office Supplies
Attorney General,"Kellner, John",Republican,58.6,3/9/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Polis, Jared",Democratic,58.51,7/25/21 0:00,Actblue,Cambridge,MA,2238,Bank Fees,Credit Card Processing
Governor,"Ganahl, Heidi",Republican,58.48,4/12/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Ganahl, Heidi",Republican,58.48,10/13/21 0:00,Flat Creek,Lafayette,CO,80026,Other,7350 ∑ Email Service
Governor,"Neuschwanger, Danielle",American Constitution Party,58.23,4/1/22 0:00,"Ad Victoriam Consulting, Llc",New York,NY,10004,Consultant & Professional Services,Consulting Fee
Secretary of State,"Griswold, Jena",Democratic,58.16,2/8/22 0:00,Starbucks - Denver,Denver,CO,80216,"Food, Beverages and Meals",
Governor,"Polis, Jared",Democratic,58.1,12/27/21 0:00,Usps,Denver,CO,80212,Office Equipment & Supplies,Postage
Governor,"Polis, Jared",Democratic,58.01,12/11/18 0:00,Travel Guard Group,Stevens Point,WI,54481,Travel & Lodging,Travel Insurance
State Treasurer,"Young, David",Democratic,58,3/10/20 0:00,Paychex Inc,Denver,CO,80239,Employee Services,
Secretary of State,"Griswold, Jena",Democratic,58,11/16/21 0:00,Usps - Superior,Superior,CO,80027,Office Equipment & Supplies,Stamps
Governor,"Ganahl, Heidi",Republican,58,4/6/22 0:00,Us Postmaster,Greeenwood Village,CO,80112,Other,6223 ∑ Postage
CU Regent District 01,"James, Wanda",Democratic,58,1/10/22 0:00,Usps - Denver,Denver,CO,80211,Office Equipment & Supplies,Stamps
BD. ED. DISTRICT 08,"Propst, Peggy",Democratic,58,3/3/22 0:00,Peggy  Propst,Northglenn,CO,80234,Other,7221 ∑ Routine Postage
Governor,"Ganahl, Heidi",Republican,57.8,3/8/22 0:00,Winred,Arlington,VA,22219,Other,7820 ∑ Merchant Account Fees
Secretary of State,"Griswold, Jena",Democratic,57.69,2/28/22 0:00,Exxon Mobil,Parachute,CO,81635,Other,Gas
Governor,"Polis, Jared",Democratic,57.68,12/27/18 0:00,Warwick,Denver,CO,80203,"Food, Beverages and Meals",Meeting - Meal
Secretary of State,"Anderson, Pam",Republican,57.6,4/10/22 0:00,Anedot Inc.,New Orleans,LA,70112,Fundraising Expenses,Donation Processing Fees
Governor,"Lopez, Greg",Republican,57.6,8/10/21 0:00,Taxi Medallion,Chicago,IL,60612,Travel & Lodging,Taxi Fare To Hotel
Governor,"Polis, Jared",Democratic,57.5,4/18/21 0:00,Actblue,Cambridge,MA,2238,Bank Fees,Credit Card Processing
Governor,"Neuschwanger, Danielle",American Constitution Party,57.32,12/22/21 0:00,Winred Technical Services Llc,Arlington,VA,22219,Bank Fees,Winred Processing Fee
Secretary of State,"Griswold, Jena",Democratic,57.3,5/27/20 0:00,Actblue,West Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
BD. ED. DISTRICT 08,"Solis, Rhonda",Democratic,57.29,3/20/22 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,Act Blue Service Fee
Attorney General,"Kellner, John",Republican,57.2,3/14/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Attorney General,"Weiser, Philip",Democratic,57.18,11/7/21 0:00,Office Depot,Denver,CO,80202,Fundraising Expenses,Printing Services
Secretary of State,"Griswold, Jena",Democratic,56.85,3/9/21 0:00,Usps - Superior,Superior,CO,80027,Office Equipment & Supplies,
Governor,"Ganahl, Heidi",Republican,56.78,3/10/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
STATE BD. OF ED. AT LARGE,"Plomer, Kathy",Democratic,56.63,3/27/22 0:00,Actblue Llc,Somerville,MA,2144,Fundraising Expenses,
BD. ED. DISTRICT 08,"Solis, Rhonda",Democratic,56.5,4/3/22 0:00,Act Blue Technical Services,Somerville,MA,2144,Other,Actblue Service Fee
Governor,"Ganahl, Heidi",Republican,56.45,4/7/22 0:00,Winred,Arlington,VA,22219,Other,7820 ∑ Merchant Account Fees
Governor,"Polis, Jared",Democratic,56.4,7/1/20 0:00,Google,Mountain View,CA,94043,Consultant & Professional Services,Email Services
CU Regent District 01,"Nguyen, Johnnie",Democratic,56.31,11/21/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,
Governor,"Neuschwanger, Danielle",American Constitution Party,56.26,2/6/22 0:00,Winred Technical Services Llc,Arlington,VA,22219,Bank Fees,Winred Fee
Governor,"Ganahl, Heidi",Republican,56.1,3/6/22 0:00,Robyn  Carnes,Centennial,CO,80122,Other,7653 ∑ Vehicle Mileage Reimbursement
Governor,"Ganahl, Heidi",Republican,56,3/24/22 0:00,City Of Denver,Denver,CO,80202,Other,7657 ∑ Vehicle Tolls And Parking
Governor,"Lopez, Greg",Republican,56,8/19/20 0:00,Denver International Parking,,CO,,Other,Parking Fee
Governor,"Polis, Jared",Democratic,56,12/13/21 0:00,Park Dia,Aurora,CO,80019,Travel & Lodging,Parking
Governor,"Neuschwanger, Danielle",American Constitution Party,55.98,11/1/21 0:00,"Ad Victoriam Consulting, Llc",New York,NY,10004,Consultant & Professional Services,Winred Processing Fee
Governor,"Ganahl, Heidi",Republican,55.9,3/22/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Ganahl, Heidi",Republican,55.87,12/13/21 0:00,Asa  Dyer,Palmer Lake,CO,80133,Other,6612 ∑ Business Cards
Governor,"Ganahl, Heidi",Republican,55.78,3/2/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Ganahl, Heidi",Republican,55.56,12/9/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Ganahl, Heidi",Republican,55.5,3/23/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Ganahl, Heidi",Republican,55.38,1/11/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Polis, Jared",Democratic,55.33,12/10/18 0:00,La Loma Denver,Denver,CO,80202,"Food, Beverages and Meals",Meeting - Meal
Governor,"Ganahl, Heidi",Republican,55.2,9/18/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Secretary of State,"Griswold, Jena",Democratic,55.02,4/7/19 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,
Secretary of State,"Griswold, Jena",Democratic,55,5/13/21 0:00,Usps - Superior,Superior,CO,80027,Office Equipment & Supplies,Stamps
Governor,"Ganahl, Heidi",Republican,54.99,1/25/22 0:00,Winred,Arlington,VA,22219,Other,7820 ∑ Merchant Account Fees
Secretary of State,"Griswold, Jena",Democratic,54.97,4/25/22 0:00,Lyft,San Francisco,CA,94107,Other,Transportation
Governor,"Ganahl, Heidi",Republican,54.94,1/10/22 0:00,Winred,Arlington,VA,22219,Other,7820 ∑ Merchant Account Fees
Governor,"Polis, Jared",Democratic,54.85,12/31/21 0:00,Fedex Denver,Denver,CO,80203,Other,Shipping
Secretary of State,"Griswold, Jena",Democratic,54.8,4/4/22 0:00,4 Degrees,Lakewood,CO,80226,Other,Texting
Attorney General,"Kellner, John",Republican,54.6,3/4/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Attorney General,"Kellner, John",Republican,54.6,4/14/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Attorney General,"Kellner, John",Republican,54.6,4/20/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Attorney General,"Weiser, Philip",Democratic,54.54,1/31/22 0:00,City And County Of Denver,Dallas,TX,75266,Employee Services,Occupational Privilege Tax
Secretary of State,"Griswold, Jena",Democratic,54.41,5/11/21 0:00,Zoom Video Communications,San Jose,CA,95113,Telephone,Teleconferencing
Governor,"Polis, Jared",Democratic,54.41,1/18/22 0:00,Zoom,San Jose,CA,95113,Telephone,Teleconferencing
Governor,"Polis, Jared",Democratic,54.41,4/5/22 0:00,Zoom,San Jose,CA,95113,Telephone,Teleconferencing
Governor,"Polis, Jared",Democratic,54.41,12/15/21 0:00,Zoom,San Jose,CA,95113,Telephone,Teleconferencing
Attorney General,"Weiser, Philip",Democratic,54.19,4/10/21 0:00,Office Depot,Denver,CO,80202,Office Equipment & Supplies,Printing Services
Secretary of State,"Griswold, Jena",Democratic,54.18,7/1/21 0:00,Godaddy.Com,Scottsdale,AZ,85260,Office Equipment & Supplies,Domain
CU Regent District 01,"Nguyen, Johnnie",Democratic,54.06,3/14/22 0:00,New Time Corporation,Denver,CO,80219,"Food, Beverages and Meals",
Governor,"Polis, Jared",Democratic,54,7/2/19 0:00,Google,Mountain View,CA,94043,Consultant & Professional Services,Email Services
Governor,"Polis, Jared",Democratic,54,8/4/19 0:00,Google,Mountain View,CA,94043,Consultant & Professional Services,Email Services
Governor,"Polis, Jared",Democratic,54,3/2/20 0:00,Google,Mountain View,CA,94043,Consultant & Professional Services,Email Services
Governor,"Polis, Jared",Democratic,54,4/2/20 0:00,Google,Mountain View,CA,94043,Consultant & Professional Services,Email Services
Governor,"Polis, Jared",Democratic,54,5/4/20 0:00,Google,Mountain View,CA,94043,Consultant & Professional Services,Email Services
Governor,"Polis, Jared",Democratic,54,6/2/20 0:00,Google,Mountain View,CA,94043,Consultant & Professional Services,Email Services
Secretary of State,"Griswold, Jena",Democratic,53.81,7/29/21 0:00,Office Depot Boulder,Boulder,CO,80301,Office Equipment & Supplies,Name Tags And Face Masks
Attorney General,"Weiser, Philip",Democratic,53.47,7/19/20 0:00,Actblue,West Somerville,MA,2144,Fundraising Expenses,Payment Processing Fee
Attorney General,"Weiser, Philip",Democratic,53.45,2/2/21 0:00,Gusto,San Francisco,CA,94107,Employee Services,Payroll Processing Fee
Attorney General,"Weiser, Philip",Democratic,53.45,3/2/21 0:00,Gusto,San Francisco,CA,94107,Employee Services,Payroll Processing Fee
Attorney General,"Weiser, Philip",Democratic,53.45,4/2/21 0:00,Gusto,San Francisco,CA,94107,Employee Services,Payroll Processing Fee
Attorney General,"Weiser, Philip",Democratic,53.45,5/4/21 0:00,Gusto,San Francisco,CA,94107,Employee Services,Payroll Processing Fee
Attorney General,"Weiser, Philip",Democratic,53.45,6/2/21 0:00,Gusto,San Francisco,CA,94107,Employee Services,Payroll Processing Fee
Attorney General,"Weiser, Philip",Democratic,53.45,9/2/21 0:00,Gusto,San Francisco,CA,94107,Employee Services,Payroll Processing Fee
Governor,"Lopez, Greg",Republican,53.44,9/14/20 0:00,Enterprise Rent-A-Car,Parker,CO,80134,Travel & Lodging,
STATE BD. OF ED. AT LARGE,"Plomer, Kathy",Democratic,53.36,4/10/22 0:00,Actblue Llc,Somerville,MA,2144,Fundraising Expenses,
Governor,"Ganahl, Heidi",Republican,53.36,2/25/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Secretary of State,"Griswold, Jena",Democratic,53.32,9/15/21 0:00,Usps - Superior,Superior,CO,80027,Office Equipment & Supplies,Stamps
Governor,"Ganahl, Heidi",Republican,53.2,4/1/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
CU Regent District 05,"Montera, Ken",Republican,53.2,1/18/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
Governor,"Polis, Jared",Democratic,53,10/28/20 0:00,Usps,Denver,CO,80212,Office Equipment & Supplies,Po Box
Governor,"Polis, Jared",Democratic,53,4/24/20 0:00,Usps,Denver,CO,80212,Office Equipment & Supplies,Po Box
Governor,"Polis, Jared",Democratic,52.99,2/2/22 0:00,Lyft,San Francisco,CA,94107,Travel & Lodging,Transportation
Secretary of State,"Griswold, Jena",Democratic,52.95,2/22/22 0:00,Backstreet Bagel Co.,Montrose,CO,81401,"Food, Beverages and Meals",
Governor,"Ganahl, Heidi",Republican,52.9,11/29/21 0:00,Walmart,Littleton,CO,80123,Other,5190 ∑ Other Event Expense
Governor,"Neuschwanger, Danielle",American Constitution Party,52.9,12/23/21 0:00,"Ad Victoriam Consulting, Llc",New York,NY,10004,Consultant & Professional Services,Win Red Processing Fee
Secretary of State,"Griswold, Jena",Democratic,52.89,2/16/22 0:00,Lyft,San Francisco,CA,94107,Other,Transportation
Secretary of State,"Griswold, Jena",Democratic,52.89,2/26/22 0:00,Lyft,San Francisco,CA,94107,Other,Transportation
Governor,"Neuschwanger, Danielle",American Constitution Party,52.79,10/6/21 0:00,"Ad Victoriam Consulting, Llc",New York,NY,10004,Consultant & Professional Services,Winred Processing Fee
CU Regent District 01,"Nguyen, Johnnie",Democratic,52.78,2/22/22 0:00,Office Depot,Denver,CO,80222,Office Equipment & Supplies,
Governor,"Polis, Jared",Democratic,52.76,1/15/19 0:00,Uber,San Francisco,CA,94103,Travel & Lodging,Travel-Transportation
Governor,"Polis, Jared",Democratic,52.71,5/7/19 0:00,Grub Hub,Chicago,IL,60602,"Food, Beverages and Meals",
Governor,"Ganahl, Heidi",Republican,52.65,4/5/22 0:00,Winred,Arlington,VA,22219,Other,7820 ∑ Merchant Account Fees
Attorney General,"Kellner, John",Republican,52.6,3/22/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
State Treasurer,"Young, David",Democratic,52.57,3/31/20 0:00,Act Blue,Cambridge,MA,2138,Bank Fees,
Governor,"Ganahl, Heidi",Republican,52.45,11/12/21 0:00,Office Depot,Greenwood Village,CO,80112,Other,7214 ∑ Office Supplies
CU Regent District 01,"James, Wanda",Democratic,52.43,4/10/22 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
Secretary of State,"Griswold, Jena",Democratic,52.37,12/29/19 0:00,Colin H Hornsby,Denver,CO,80220,Office Equipment & Supplies,Reimbursement Office Supplies
CU Regent District 01,"Nguyen, Johnnie",Democratic,52.37,4/17/22 0:00,Actblue,Somerville,MA,2144,Bank Fees,
Governor,"Polis, Jared",Democratic,52.31,10/13/21 0:00,Walgreens,Denver,CO,80211,Office Equipment & Supplies,Office Supplies
Governor,"Polis, Jared",Democratic,52.21,10/14/21 0:00,Walgreens,Denver,CO,80211,Office Equipment & Supplies,Office Supplies
Governor,"Ganahl, Heidi",Republican,52.16,12/2/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Lopez, Greg",Republican,52.08,11/9/21 0:00,Larimer County Republican Party,Ft. Collins,CO,80525,Other,Candidate Table
Governor,"Polis, Jared",Democratic,52.06,8/4/19 0:00,Actblue,Cambridge,MA,2238,Bank Fees,Credit Card Processing Fee
Secretary of State,"Griswold, Jena",Democratic,51.99,11/1/20 0:00,Actblue Technical Services,West Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
Attorney General,"Weiser, Philip",Democratic,51.98,10/25/20 0:00,Actblue,West Somerville,MA,2144,Fundraising Expenses,Payment Processing Fee
Governor,"Polis, Jared",Democratic,51.96,2/17/22 0:00,Brues Alehouse Brewing Co.,Pueblo,CO,81003,"Food, Beverages and Meals",Event-Food/Drink
Governor,"Lopez, Greg",Republican,51.65,5/22/20 0:00,Enterprise Rent-A-Car,Parker,CO,80134,Miscellaneous,Car Rental
Governor,"Ganahl, Heidi",Republican,51.6,2/22/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Attorney General,"Weiser, Philip",Democratic,51.53,4/29/20 0:00,Actblue,West Somerville,MA,2144,Fundraising Expenses,Payment Processing Fee
Governor,"Neuschwanger, Danielle",American Constitution Party,51.49,1/10/22 0:00,Circle K,Littleton,CO,80125,Travel & Lodging,Fuel Travel Expense
Governor,"Ganahl, Heidi",Republican,51.48,2/11/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Attorney General,"Kellner, John",Republican,51.48,2/5/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
BD. ED. DISTRICT 08,"Propst, Peggy",Democratic,51.42,3/3/22 0:00,Peggy  Propst,Northglenn,CO,80234,Other,5190 ∑ Other Event Expense
STATE BD. OF ED. AT LARGE,"Plomer, Kathy",Democratic,51.35,3/13/22 0:00,Actblue Llc,Somerville,MA,2144,Fundraising Expenses,
Governor,"Neuschwanger, Danielle",American Constitution Party,51.32,4/8/22 0:00,Winred Technical Services Llc,Arlington,VA,22219,Bank Fees,Winred Fee
Secretary of State,"Griswold, Jena",Democratic,51,2/2/21 0:00,Gusto,Denver,CO,80202,Employee Services,Payroll Processing Fee
Secretary of State,"Griswold, Jena",Democratic,51,3/2/21 0:00,Gusto,Denver,CO,80202,Employee Services,Payroll Processing Fee
Secretary of State,"Griswold, Jena",Democratic,51,4/2/21 0:00,Gusto,Denver,CO,80202,Employee Services,Payroll Processing Fee
Secretary of State,"Griswold, Jena",Democratic,51,5/4/21 0:00,Gusto,Denver,CO,80202,Employee Services,Payroll Processing Fee
Secretary of State,"Griswold, Jena",Democratic,51,6/2/21 0:00,Gusto,Denver,CO,80202,Employee Services,Payroll Processing Fee
Secretary of State,"Griswold, Jena",Democratic,51,7/2/21 0:00,Gusto,Denver,CO,80202,Employee Services,Payroll Processing Fee
Secretary of State,"Griswold, Jena",Democratic,51,8/3/21 0:00,Gusto,Denver,CO,80202,Employee Services,Payroll Processing Fee
Secretary of State,"Griswold, Jena",Democratic,51,1/4/22 0:00,Gusto,Denver,CO,80202,Employee Services,Payroll Processing Fee
Governor,"Polis, Jared",Democratic,51,9/2/21 0:00,Gusto,Denver,CO,80202,Employee Services,Payroll Fees
Governor,"Polis, Jared",Democratic,51,12/3/19 0:00,Gusto,Denver,CO,80202,Employee Services,Payroll Processing Fee
Attorney General,"Weiser, Philip",Democratic,50.91,10/4/21 0:00,Office Depot,Denver,CO,80202,Fundraising Expenses,Printing Services
Governor,"Ganahl, Heidi",Republican,50.8,4/13/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Neuschwanger, Danielle",American Constitution Party,50.76,12/21/21 0:00,Vistaprint,Waltham,MA,2451,Advertising,Campaign Hats Bonus Buy
Governor,"Neuschwanger, Danielle",American Constitution Party,50.76,12/21/21 0:00,Vistaprint,Waltham,MA,2451,Advertising,Campaign Hats Bonus Buy
Governor,"Neuschwanger, Danielle",American Constitution Party,50.72,3/6/22 0:00,Winred Technical Services Llc,Arlington,VA,22219,Bank Fees,Winred Fee
Governor,"Polis, Jared",Democratic,50.62,1/12/20 0:00,Actblue,Cambridge,MA,2238,Bank Fees,Credit Card Processing
Governor,"Ganahl, Heidi",Republican,50.6,4/23/22 0:00,Winred,Arlington,VA,22219,Other,7820 ∑ Merchant Account Fees
Governor,"Ganahl, Heidi",Republican,50.54,1/13/22 0:00,Dacia  Henshaw,Littleton,CO,80127,Other,5140 ∑ Event Food & Beverage
Governor,"Ganahl, Heidi",Republican,50.4,3/31/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Lopez, Greg",Republican,50.38,4/25/22 0:00,Subway,Parker,CO,80134,"Food, Beverages and Meals",
State Treasurer,"Sias, Lang",Republican,50.3,1/22/22 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,50.3,2/2/22 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,50.3,2/17/22 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,50.3,2/22/22 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,50.3,2/22/22 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,50.3,2/22/22 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,50.3,3/4/22 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,50.3,3/8/22 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,50.3,3/8/22 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,50.3,4/20/22 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,50.3,4/26/22 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,50.3,11/17/21 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,50.3,12/2/21 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
State Treasurer,"Sias, Lang",Republican,50.3,12/29/21 0:00,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
Secretary of State,"Anderson, Pam",Republican,50.3,4/22/22 0:00,Anedot Inc.,New Orleans,LA,70112,Fundraising Expenses,Donation Processing Fees
Governor,"Ganahl, Heidi",Republican,50.3,4/17/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Neuschwanger, Danielle",American Constitution Party,50.3,6/24/21 0:00,Anedot,Dallas,TX,75201,Bank Fees,Anedot  Donation Fee
Attorney General,"Kellner, John",Republican,50.3,1/30/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Attorney General,"Kellner, John",Republican,50.3,2/19/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
Governor,"Polis, Jared",Democratic,50.17,2/22/22 0:00,Avogadras,Fort Collins,CO,80524,"Food, Beverages and Meals",Event-Food/Drink
State Treasurer,"Young, David",Democratic,50,2/21/19 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Sos Fee
Secretary of State,"Griswold, Jena",Democratic,50,8/30/21 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Registration Fee
Secretary of State,"Griswold, Jena",Democratic,50,2/23/22 0:00,Democracy Engine,Washington,DC,20001,Fundraising Expenses,Credit Card Processing Fee
Secretary of State,"O'Donnell, Francis",Republican,50,1/12/22 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Voter List
Secretary of State,"O'Donnell, Francis",Republican,50,2/25/22 0:00,Moffat Co Gop,Craig,CO,61625,"Food, Beverages and Meals",Lincoln Day Dinner
Secretary of State,"O'Donnell, Francis",Republican,50,2/25/22 0:00,Rio Blanco Co Gop,Meeker,CO,81641,"Food, Beverages and Meals",Lincoln Day Lunch
Secretary of State,"O'Donnell, Francis",Republican,50,4/20/22 0:00,Fremont Co Republicans,Canon City,CO,81212,"Food, Beverages and Meals",Lincoln Day Dinner Meal
Governor,"Ganahl, Heidi",Republican,50,3/10/22 0:00,Douglas County Republican Central Committee,Parker,CO,80134,Other,6810 ∑ Registration Fees
Governor,"Ganahl, Heidi",Republican,50,3/30/22 0:00,Cherry Creek Republican Women,Englewood,CO,80155,Other,6810 ∑ Registration Fees
Governor,"Ganahl, Heidi",Republican,50,10/8/21 0:00,Colorado Republican Committee,Greenwood Village,CO,80111,Other,5120 ∑ Event Space Rental
Governor,"Lopez, Greg",Republican,50,9/13/21 0:00,Kum & Go #665,Colorado Springs,CO,80921,Travel & Lodging,Gas Car
Governor,"Polis, Jared",Democratic,50,8/18/21 0:00,Daybook,Pasadena,CA,91101,Consultant & Professional Services,Recruitment Job Posting
Governor,"Polis, Jared",Democratic,50,8/26/21 0:00,Gusto,Denver,CO,80202,Telephone,Cell Phone
Governor,"Polis, Jared",Democratic,50,9/10/21 0:00,Gusto,Denver,CO,80202,Telephone,Cell Phone
Governor,"Polis, Jared",Democratic,50,9/27/21 0:00,Gusto,Denver,CO,80202,Telephone,Cell Phone
Governor,"Polis, Jared",Democratic,50,10/13/21 0:00,Gusto,Denver,CO,80202,Telephone,Cell Phone Stipends
Governor,"Polis, Jared",Democratic,50,10/26/21 0:00,Gusto,Denver,CO,80202,Telephone,Cell Phone Stipends
Governor,"Polis, Jared",Democratic,50,4/2/19 0:00,Google,Mountain View,CA,94043,Consultant & Professional Services,
Governor,"Polis, Jared",Democratic,50,12/3/18 0:00,Frontier Airlines,Denver,CO,80249,Travel & Lodging,Travel-Luggage Fee
CU Regent District 01,"Nguyen, Johnnie",Democratic,50,4/14/22 0:00,Denver Democratic Central Committee,Denver,CO,80209,Fundraising Expenses,
BD. ED. DISTRICT 08,"Propst, Peggy",Democratic,50,2/18/22 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,7720 ∑ Licenses & Fees
BD. ED. DISTRICT 08,"Propst, Peggy",Democratic,50,3/3/22 0:00,Peggy  Propst,Northglenn,CO,80234,Other,6810 ∑ Registration Fees
BD. ED. DISTRICT 08,"Propst, Peggy",Democratic,50,3/21/22 0:00,Weld County Republican Central Committee,Greeley,CO,80634,Other,5120 ∑ Event Space Rental
BD. ED. DISTRICT 08,"Propst, Peggy",Democratic,50,3/31/22 0:00,Mailing Services Inc,Colorado Springs,CO,80903,Other,6214 ∑ Mail Shop
Attorney General,"Weiser, Philip",Democratic,50,4/23/19 0:00,Lowry Eisenhower Chapel - Foundation,Denver,CO,80230,Rent & Utilities,Rental For Town Hall
Attorney General,"Weiser, Philip",Democratic,49.91,4/5/20 0:00,Actblue,West Somerville,MA,2144,Fundraising Expenses,Payment Processing Fee
