District,candidate,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 19,"Parenti, Jennifer",500,4/4/22 0:00,"Steele Strategies, Llc",Denver,CO,80203,Advertising,Printing Services
House District 19,"Parenti, Jennifer",14,4/4/22 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,Office Administration Accounts
House District 19,"Parenti, Jennifer",11.99,4/8/22 0:00,Facebook,San Francisco,CA,94107,Advertising,
House District 19,"Parenti, Jennifer",13.35,4/10/22 0:00,Actblue Nonfederal,Somerville,MA,2144,Bank Fees,"Credit Card Processing Fees

Actblue Is A Registered Pac With The Fec (C00401224) But Not Included In Tracer.  This Organization Serves As A Conduit For Individual Donations To Campaigns."
House District 19,"Parenti, Jennifer",314.51,4/11/22 0:00,"Steele Strategies, Llc",Denver,CO,80203,Advertising,Printing Services
House District 19,"Parenti, Jennifer",15,4/12/22 0:00,Facebook,San Francisco,CA,94107,Advertising,
House District 19,"Parenti, Jennifer",11,4/13/22 0:00,"Grassroots Analystics, Llc",Rutland,VT,5701,Fundraising Expenses,
House District 19,"Parenti, Jennifer",31,4/16/22 0:00,Wix.Com,San Francisco,CO,94158,Advertising,
House District 19,"Parenti, Jennifer",23.12,4/17/22 0:00,Actblue Nonfederal,Somerville,MA,2144,Bank Fees,"Credit Card Processing Fees

Actblue Is A Registered Pac With The Fec (C00401224) But Not Included In Tracer.  This Organization Serves As A Conduit For Individual Donations To Campaigns."
House District 19,"Parenti, Jennifer",210,4/20/22 0:00,Creative Force Inc,Tampa,FL,33626,Miscellaneous,Maps
House District 19,"Parenti, Jennifer",15.65,4/24/22 0:00,Actblue Nonfederal,Somerville,MA,2144,Bank Fees,"Credit Card Processing Fees

Actblue Is A Registered Pac With The Fec (C00401224) But Not Included In Tracer.  This Organization Serves As A Conduit For Individual Donations To Campaigns."
House District 19,"Parenti, Jennifer",182,4/27/22 0:00,Nationbuilder.Com,Los Angeles,CA,90081,Consultant & Professional Services,
House District 19,"Parenti, Jennifer",5,5/2/22 0:00,First Bank,Erie,CO,80516,Bank Fees,
House District 19,"Parenti, Jennifer",13.91,5/3/22 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,Office Administration Accounts
House District 19,"Parenti, Jennifer",210,5/4/22 0:00,Creative Force Inc,Tampa,FL,33626,Miscellaneous,Maps
House District 19,"Parenti, Jennifer",5,5/9/22 0:00,Facebook,San Francisco,CA,94107,Advertising,
House District 19,"Parenti, Jennifer",56.39,12/15/21 0:00,Wix.Com,San Francisco,CO,94158,Advertising,
House District 19,"Parenti, Jennifer",62.12,12/15/21 0:00,Officemax,Longmont,CO,80501,Office Equipment & Supplies,
House District 19,"Parenti, Jennifer",33.96,12/15/21 0:00,Istockphoto.Com,Seattle,WA,98104,Advertising,
House District 19,"Parenti, Jennifer",93.18,12/19/21 0:00,Actblue Non-Federal,Somerville,MA,2144,Fundraising Expenses,"Credit Card Processing Fees

Actblue Is A Registered Pac With The Fec (C00401224) But Not Included In Tracer.  This Organization Serves As A Conduit For Individual Donations To Campaigns."
House District 19,"Parenti, Jennifer",147.06,12/26/21 0:00,Actblue Non-Federal,Somerville,MA,2144,Fundraising Expenses,"Credit Card Processing Fees

Actblue Is A Registered Pac With The Fec (C00401224) But Not Included In Tracer.  This Organization Serves As A Conduit For Individual Donations To Campaigns."
House District 19,"Parenti, Jennifer",128.06,12/31/21 0:00,Actblue Non-Federal,Somerville,MA,2144,Fundraising Expenses,"Credit Card Processing Fees

Actblue Is A Registered Pac With The Fec (C00401224) But Not Included In Tracer.  This Organization Serves As A Conduit For Individual Donations To Campaigns."
House District 19,"Woog, Dan",39,1/5/22 0:00,Sudtipos,,,,Other,7214 ∑ Office Supplies
House District 19,"Woog, Dan",19.7,1/10/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
House District 19,"Woog, Dan",30,1/10/22 0:00,Republican Women Of Weld,Fort Lupton,CO,80621,Other,Event
House District 19,"Woog, Dan",31.52,1/11/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
House District 19,"Woog, Dan",7.88,1/12/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
House District 19,"Woog, Dan",26,1/14/22 0:00,Squarespace,San Francisco,CA,94103,Other,6410 ∑ Registration & Hosting
House District 19,"Woog, Dan",20.35,1/18/22 0:00,Amazon,Seattle,WA,98109,Other,7214 ∑ Office Supplies
House District 19,"Woog, Dan",3.94,1/23/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
House District 19,"Woog, Dan",286.25,1/24/22 0:00,"Sws Polifi, Llc",Lafayette,CO,80026,Other,7520 ∑ Accounting Fees
House District 19,"Woog, Dan",50,1/26/22 0:00,Colorado Secretary Of State,Denver,CO,80516,Other,"7790 ∑ Other Insur, Tax & Fees"
House District 19,"Woog, Dan",39.31,1/27/22 0:00,Ben'S Brick Oven Pizza,Hudson,CO,80642,Other,6890 ∑ Other Meeting Expense
House District 19,"Woog, Dan",262.5,1/28/22 0:00,Two Buroughs Consulting,Erie,CO,80516,Other,6420 ∑ Production & Design
House District 19,"Woog, Dan",0.79,2/1/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
House District 19,"Woog, Dan",36.35,2/2/22 0:00,King Soopers,Erie,CO,80516,Other,7214 ∑ Office Supplies
House District 19,"Woog, Dan",26,2/14/22 0:00,Squarespace,San Francisco,CA,94103,Other,6410 ∑ Registration & Hosting
House District 19,"Woog, Dan",9.85,2/16/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
House District 19,"Woog, Dan",3.9,2/21/22 0:00,Winred,Arlington,VA,22209,Other,7820 ∑ Merchant Account Fees
House District 19,"Woog, Dan",131.25,2/28/22 0:00,Two Buroughs Consulting,Erie,CO,80516,Other,7410 ∑ General Consultants
House District 19,"Woog, Dan",26,3/14/22 0:00,Squarespace,San Francisco,CA,94103,Other,6410 ∑ Registration & Hosting
House District 19,"Woog, Dan",11.6,3/29/22 0:00,Us Postal Service,Frederick,CO,80530,Other,7215 ∑ Shipping & Postage
House District 19,"Woog, Dan",96.97,3/30/22 0:00,Morrell Printing,Lafayette,CO,80026,Other,6611 ∑ Letterhead & Envelopes
House District 19,"Woog, Dan",247.54,4/4/22 0:00,Cci Hotel,Dallas,TX,75234,Other,7630 ∑ Lodging
House District 19,"Woog, Dan",24,4/9/22 0:00,Centerplate At The World Arena,Colorado Springs,CO,80906,Other,7640 ∑ Meals
House District 19,"Woog, Dan",268.8,4/11/22 0:00,Amber Consulting Llc,Broomfield,CO,80023,Other,6615 ∑ Hang Cards
House District 19,"Woog, Dan",26,4/14/22 0:00,Squarespace,San Francisco,CA,94103,Other,6410 ∑ Registration & Hosting
House District 19,"Woog, Dan",17.6,10/1/21 0:00,,,,,Other,7214 ∑ Office Supplies
House District 19,"Woog, Dan",257.93,10/4/21 0:00,Holiday Inn Express,Colorado Springs,CO,80905,Other,7630 ∑ Lodging
House District 19,"Woog, Dan",5,10/29/21 0:00,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 19,"Woog, Dan",150,11/4/21 0:00,"Sws Polifi, Llc",Lafayette,CO,80026,Other,7520 ∑ Accounting Fees
House District 19,"Woog, Dan",103.69,11/24/21 0:00,Morrill Printing,Lafayette,CO,80026,Other,6611 ∑ Letterhead & Envelopes
House District 19,"Woog, Dan",18.6,12/7/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 19,"Woog, Dan",40.7,12/8/21 0:00,Amazon,Seattle,WA,98109,Other,7214 ∑ Office Supplies
House District 19,"Woog, Dan",26,12/13/21 0:00,Squarespace,San Francisco,CA,94103,Other,6410 ∑ Registration & Hosting
House District 19,"Woog, Dan",16.3,12/21/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 19,"Woog, Dan",75,12/27/21 0:00,Cutter Consulting Llc,Denver,CO,80203,Other,6141 ∑ Space Buys
House District 19,"Woog, Dan",1.3,12/30/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 19,"Woog, Dan",52.74,12/30/21 0:00,Elf Grill,Dacono,CO,80514,Other,6890 ∑ Other Meeting Expense
House District 19,"Woog, Dan",1,12/31/21 0:00,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 19,"Woog, Dan",20,12/31/21 0:00,Squarespace,San Francisco,CA,94103,Other,6410 ∑ Registration & Hosting
House District 20,"Johnson, Tracey A",,,,,,,,
House District 20,"Wilson, Don",31.05,3/10/22 0:00,Walmart,Monument,CO,80132,Office Equipment & Supplies,Mail Supplies
House District 20,"Wilson, Don",15.06,3/10/22 0:00,Staples,Monument,CO,80132,Office Equipment & Supplies,Mail Supplies
House District 20,"Wilson, Don",58,3/14/22 0:00,Ups Store,Monument,CO,80132,Other,Mail
House District 20,"Wilson, Don",5.8,3/15/22 0:00,Wesley Owens Coffee & Cafe,Monument,CO,80132,"Food, Beverages and Meals",
House District 20,"Wilson, Don",8.2,3/21/22 0:00,Winred,Arlington,VA,22219,Bank Fees,Processing Fee
House District 20,"Wilson, Don",60.27,3/22/22 0:00,Walmart,Monument,CO,80132,Office Equipment & Supplies,Mail Supplies
House District 20,"Wilson, Don",-60.27,3/22/22 0:00,Walmart,Monument,CO,80132,Returned Expenditure,Supplies Not Needed
House District 20,"Wilson, Don",97.92,3/24/22 0:00,Staples,Monument,CO,80132,Office Equipment & Supplies,
House District 20,"Wilson, Don",1000,3/27/22 0:00,Civic Opus Strategies,Colorado Springs,CO,80920,Consultant & Professional Services,
House District 20,"Wilson, Don",63.17,3/31/22 0:00,Bourbon Brothers,Colorado Springs,CO,80921,"Food, Beverages and Meals",Constituent Lunch
House District 20,"Wilson, Don",14.16,4/1/22 0:00,Wesley Owens Coffee & Cafe,Monument,CO,80132,"Food, Beverages and Meals",Constituent Coffee
House District 20,"Wilson, Don",7.88,4/3/22 0:00,Winred,Arlington,VA,22219,Bank Fees,Processing Fee
House District 20,"Wilson, Don",200,4/5/22 0:00,Civic Opus Strategies,Colorado Springs,CO,80920,Consultant & Professional Services,
House District 20,"Wilson, Don",16.6,4/7/22 0:00,Rosie'S Diner,Monument,CO,80132,"Food, Beverages and Meals",Constituent Lunch
House District 20,"Wilson, Don",19.38,4/8/22 0:00,Serranos Coffee,Monument,CO,80132,"Food, Beverages and Meals",Constituent Coffee
House District 20,"Wilson, Don",27.55,4/13/22 0:00,Cheddar'S Scratch Kitchen,Colorado Springs,CO,80921,"Food, Beverages and Meals",Constituent Lunch
House District 20,"Wilson, Don",220.6,4/22/22 0:00,Town Of Monument,Monument,CO,80132,Entertainment,Venue Rental
House District 20,"Wilson, Don",10.61,4/24/22 0:00,Wesley Owens Coffee & Cafe,Monument,CO,80132,"Food, Beverages and Meals",Constituent Coffee
House District 20,"Wilson, Don",66.45,4/24/22 0:00,La Casa Fiesta,Monument,CO,80132,"Food, Beverages and Meals",Constituent Lunch
House District 20,"Wilson, Don",27.95,5/1/22 0:00,Rosie'S Diner,Monument,CO,80132,"Food, Beverages and Meals",Constituent Lunch
House District 20,"Wilson, Don",100,5/3/22 0:00,Civic Opus Strategies,Colorado Springs,CO,80920,Consultant & Professional Services,Campaign Management
House District 20,"Wilson, Don",50,5/10/22 0:00,Colorado Sos,Denver,CO,80290,Other,Late Filing Penalty
House District 20,"Wilson, Don",45.22,5/11/22 0:00,Viewhouse Colorado Springs,Colorado Springs,CO,80920,"Food, Beverages and Meals",Constituent Lunch
House District 21,"Bradfield, Mary",50,2/2/21 0:00,Colorado Secretary Of State,Denver,CO,80290,Miscellaneous,"Check #1023
Payment Of Fine To Sos"
House District 21,"Bradfield, Mary",7909.35,2/17/21 0:00,Committee To Elect Mary Bradfield,Colorado Springs,CO,80911,Other,End Of Election Cycle - Zero Out To Designate The Political Party Contribution And Unexpended Funds For The New Election Cycle.
House District 21,"Bradfield, Mary",368,2/21/21 0:00,On The Ballot Consultation,Denver,CO,80202,Consultant & Professional Services,On The Ballot Consulting - Ck #1021
House District 21,"Bradfield, Mary",102.13,6/30/21 0:00,Jody  Richie,Colorado Springs,CO,80918,Office Equipment & Supplies,"Ck #1026
Note Card & Envelopes"
House District 21,"Bradfield, Mary",16.3,7/17/21 0:00,"Anedot, Inc.",New Orleans,LA,70112,Bank Fees,Karen Gorrell
House District 21,"Bradfield, Mary",147.09,8/19/21 0:00,Jody  Richie,Colorado Springs,CO,80918,Advertising,Tri Lakes Printing For 200 Palm Cards - Ck #1027
House District 21,"Bradfield, Mary",135.03,9/17/21 0:00,Jody  Richie,Colorado Springs,CO,80918,Advertising,Car Magnet Signs - Ck #1028
House District 21,"Bradfield, Mary",1.3,1/5/22 0:00,Anedot,Baton Rouge,LA,70884,Bank Fees,Anedot Fees - Stephen Vandyke
House District 21,"Bradfield, Mary",399.14,1/6/22 0:00,Black Bear Diner,Fountain,CO,80817,"Food, Beverages and Meals",Food For Launch Party
House District 21,"Bradfield, Mary",4.3,1/7/22 0:00,Anedot,Baton Rouge,LA,70884,Bank Fees,Anedot - William Mutch
House District 21,"Bradfield, Mary",350,5/7/22 0:00,Richie Marketing Strategies,Colorado Springs,CO,80918,Rent & Utilities,Expenses For Peak Americans - Candidate Support Office
House District 21,"Bradfield, Mary",500,12/1/21 0:00,Jody  Richie,Colorado Springs,CO,80918,Consultant & Professional Services,"Campaign Mgmt For Oct 2021
Check #1029"
House District 21,"Dent, Karl",30,3/9/22 0:00,Robocent,Virgina Beach,VA,23454,Telephone,Payment From Candidate Personal Funds
House District 21,"Dent, Karl",30,3/10/22 0:00,Robocent,Virgina Beach,VA,23454,Telephone,Payment From Candidate Personal Funds
House District 21,"Dent, Karl",29.76,3/14/22 0:00,Robocent,Virgina Beach,VA,23454,Telephone,Payment From Candidate Personal Funds
House District 21,"Dent, Karl",29.34,3/15/22 0:00,Robocent,Virgina Beach,VA,23454,Telephone,Payment From Candidate Personal Funds
House District 21,"Dent, Karl",5,3/15/22 0:00,Huntington Bank,Colorado Springs,CO,80920,Bank Fees,
House District 21,"Dent, Karl",30,3/16/22 0:00,Robocent,Virgina Beach,VA,23454,Telephone,Payment From Candidate Personal Funds
House District 21,"Dent, Karl",30,3/18/22 0:00,Robocent,Virgina Beach,VA,23454,Telephone,Payment From Candidate Personal Funds
House District 21,"Dent, Karl",30,3/21/22 0:00,Robocent,Virgina Beach,VA,23454,Telephone,Payment From Candidate Personal Funds
House District 21,"Dent, Karl",30,3/21/22 0:00,Robocent,Virgina Beach,VA,23454,Telephone,Payment From Candidate Personal Funds
House District 21,"Dent, Karl",3,3/21/22 0:00,Robocent,Virgina Beach,VA,23454,Telephone,Payment From Candidate Personal Funds
House District 21,"Dent, Karl",27.18,3/22/22 0:00,Robocent,Virgina Beach,VA,23454,Telephone,Payment From Candidate Personal Funds
House District 21,"Dent, Karl",5000,4/5/22 0:00,Randy Corporon,Aurora,CO,80014,Consultant & Professional Services,Payment For Attorney Fees Related To Campaign
House District 21,"Dent, Karl",29.04,4/14/22 0:00,Robocent,Virgina Beach,VA,23454,Telephone,
House District 21,"Dent, Karl",5,4/15/22 0:00,Huntington Bank,Colorado Springs,CO,80920,Bank Fees,
House District 21,"Dent, Karl",27.96,4/18/22 0:00,Robocent,Virgina Beach,VA,23454,Telephone,
House District 21,"Dent, Karl",29.22,4/18/22 0:00,Robocent,Virgina Beach,VA,23454,Telephone,
House District 21,"Dent, Karl",28.24,4/25/22 0:00,Robocent,Virgina Beach,VA,23454,Telephone,
House District 21,"Montgomery, Kolten",0.04,3/20/22 0:00,Visa,San Francisco,CA,74105,Bank Fees,Card Visa Fee
House District 21,"Montgomery, Kolten",4.56,3/20/22 0:00,Sendinblue,Paris,FR,75008,Advertising,Email Newsletters
House District 21,"Montgomery, Kolten",267.27,3/26/22 0:00,Print Dirt Cheap,Bakersfield,CA,93301,Advertising,Postcard Mailing Campaign
House District 21,"Montgomery, Kolten",228.13,3/27/22 0:00,Dri Printplace,Arlington,TX,76011,Advertising,Literature Printing
House District 21,"Montgomery, Kolten",253.82,3/27/22 0:00,Signs On The Cheap.Com,Austin,TX,78758,Advertising,Yard Signs
House District 21,"Montgomery, Kolten",50,3/27/22 0:00,Callhub (Gaglers Inc.),Walnut,CA,91789,Advertising,Text Campaign
House District 21,"Montgomery, Kolten",50,4/13/22 0:00,Rosetree Consulting Group Llc,Fountain,CO,80817,Consultant & Professional Services,Campaign Management
House District 21,"Montgomery, Kolten",50,4/15/22 0:00,Callhub (Gaglers Inc.),Walnut,CA,91789,Advertising,Text Campaign
House District 21,"Montgomery, Kolten",50,4/16/22 0:00,Callhub (Gaglers Inc.),Walnut,CA,91789,Advertising,Callhub Texting Campaign
House District 21,"Montgomery, Kolten",72.18,4/26/22 0:00,Act Blue Llc,Cambridge,MA,2138,Bank Fees,Act Blue Fees
House District 21,"Montgomery, Kolten",124.73,5/1/22 0:00,Dri Printplace,Arlington,TX,76011,Advertising,Literature Printing
House District 22,"Degraaf, Kenneth",52.47,1/29/22 0:00,Vistaprint,Waltham,MA,2451,Advertising,Business Cards
House District 22,"Degraaf, Kenneth",21.4,2/5/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Settlement Notification Fee
House District 22,"Degraaf, Kenneth",5.31,2/7/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Settlement Notification
House District 22,"Degraaf, Kenneth",20.3,2/9/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Settlement Notification
House District 22,"Degraaf, Kenneth",1.01,2/9/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Settlement Notification
House District 22,"Degraaf, Kenneth",81.14,2/16/22 0:00,Vistaprint,Waltham,MA,2451,Advertising,Business Cards
House District 22,"Degraaf, Kenneth",4.3,2/19/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Settlement Notification
House District 22,"Degraaf, Kenneth",161.48,2/21/22 0:00,Vistaprint,Waltham,MA,2451,Advertising,Business Cards
House District 22,"Degraaf, Kenneth",47.47,3/1/22 0:00,Fedex Office,Colorado Springs,CO,80920,Fundraising Expenses,Money To Fed Ex For Printing Labels To Go On The Envelopes For Fund Raising.
House District 22,"Degraaf, Kenneth",50.85,3/1/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Settlement Notification
House District 22,"Degraaf, Kenneth",53.28,3/13/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Settlement Notification
House District 22,"Degraaf, Kenneth",9.7,3/17/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Settlement Notification
House District 22,"Degraaf, Kenneth",2.3,3/21/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Settlement Notification
House District 22,"Degraaf, Kenneth",1.01,3/25/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Settlement Notification
House District 22,"Degraaf, Kenneth",2.3,4/4/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Settlement Notification
House District 22,"Degraaf, Kenneth",2.3,4/6/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Settlement Notification
House District 22,"Degraaf, Kenneth",5.01,4/8/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Settlement Notification
House District 22,"Degraaf, Kenneth",1.5,4/10/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Settlement Notification
House District 22,"Garner, Blake",71.4,3/11/22 0:00,Office Depot,Colorado Springs,CO,80920,Office Equipment & Supplies,
House District 22,"Garner, Blake",18.81,3/31/22 0:00,,,,,Fundraising Expenses,Payment Processing Fees
House District 23,"Duran, Monica",12,1/3/22 0:00,Google,Mountain View,CA,94025,Office Equipment & Supplies,G Suite
House District 23,"Duran, Monica",65,1/3/22 0:00,"1140 Connecticut Ave., Nw",Washington,DC,20036,Contributions,Charitable Contribution
House District 23,"Duran, Monica",3.97,1/9/22 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
House District 23,"Duran, Monica",16.17,1/10/22 0:00,Zoom,San Jose,CA,95113,Telephone,Video Teleconferencing
House District 23,"Duran, Monica",17.78,1/16/22 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
House District 23,"Duran, Monica",62.99,1/18/22 0:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Program
House District 23,"Duran, Monica",11.99,1/19/22 0:00,Denver Post,Denver,CO,80216,Office Equipment & Supplies,Online Subscription
House District 23,"Duran, Monica",2.77,1/23/22 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
House District 23,"Duran, Monica",17.5,1/27/22 0:00,Wix,San Francisco,CA,94110,Office Equipment & Supplies,
House District 23,"Duran, Monica",2,1/31/22 0:00,,,,,Bank Fees,
House District 23,"Duran, Monica",12,2/3/22 0:00,Google,Mountain View,CA,94025,Office Equipment & Supplies,G Suite
House District 23,"Duran, Monica",16.17,2/8/22 0:00,Zoom,San Jose,CA,95113,Telephone,Video Teleconferencing
House District 23,"Duran, Monica",69.99,2/15/22 0:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Program
House District 23,"Duran, Monica",11.99,2/16/22 0:00,Denver Post,Denver,CO,80216,Office Equipment & Supplies,
House District 23,"Duran, Monica",1.78,2/20/22 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
House District 23,"Duran, Monica",1000,2/23/22 0:00,Regina  Kelble,Lakewood,CO,80214,Consultant & Professional Services,
House District 23,"Duran, Monica",0.99,2/27/22 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
House District 23,"Duran, Monica",547.2,2/28/22 0:00,Slice Works,Denver,CO,80202,"Food, Beverages and Meals",
House District 23,"Duran, Monica",17.5,2/28/22 0:00,Wix,San Francisco,CA,94110,Office Equipment & Supplies,
House District 23,"Duran, Monica",2,2/28/22 0:00,,,,,Bank Fees,
House District 23,"Duran, Monica",12,3/2/22 0:00,Google,Mountain View,CA,94025,Office Equipment & Supplies,G Suite
House District 23,"Duran, Monica",16.17,3/9/22 0:00,Zoom,San Jose,CA,95113,Telephone,Video Teleconferencing
House District 23,"Duran, Monica",529.86,3/14/22 0:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
House District 23,"Duran, Monica",11.99,3/15/22 0:00,Denver Post,Denver,CO,80216,Office Equipment & Supplies,Digital Subscription
House District 23,"Duran, Monica",69.99,3/15/22 0:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Program
House District 23,"Duran, Monica",56.27,3/18/22 0:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
House District 23,"Duran, Monica",38.04,3/18/22 0:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
House District 23,"Duran, Monica",1.78,3/20/22 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
House District 23,"Duran, Monica",100,3/21/22 0:00,Regina  Kelble,Lakewood,CO,80214,Consultant & Professional Services,
House District 23,"Duran, Monica",3.96,3/27/22 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
House District 23,"Duran, Monica",17.5,3/28/22 0:00,Wix,San Francisco,CA,94110,Office Equipment & Supplies,
House District 23,"Duran, Monica",100,3/29/22 0:00,Naleo Educational Fund,Phoenix,AZ,85004,Other,Membership Fee
House District 23,"Duran, Monica",2,3/31/22 0:00,,,,,Bank Fees,
House District 23,"Duran, Monica",12,4/4/22 0:00,Google,Mountain View,CA,94025,Office Equipment & Supplies,G Suite
House District 23,"Duran, Monica",16.17,4/8/22 0:00,Zoom,San Jose,CA,95113,Telephone,Video Teleconferencing
House District 23,"Duran, Monica",0.4,4/10/22 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
House District 23,"Duran, Monica",57.18,4/11/22 0:00,Cheba Hut,Denver,CO,80204,"Food, Beverages and Meals",
House District 23,"Duran, Monica",11.99,4/15/22 0:00,Denver Post,Denver,CO,80216,Office Equipment & Supplies,Digital Subscription
House District 23,"Duran, Monica",69.99,4/15/22 0:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Program
House District 23,"Duran, Monica",1.98,4/24/22 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
House District 23,"Duran, Monica",60.06,4/25/22 0:00,Tropical Smoothie Cafe,Denver,CO,80203,"Food, Beverages and Meals",
House District 23,"Duran, Monica",17.5,4/27/22 0:00,Wix,San Francisco,CA,94110,Office Equipment & Supplies,
House District 23,"Duran, Monica",2,4/29/22 0:00,,,,,Bank Fees,
House District 23,"Duran, Monica",15.8,5/1/22 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,
House District 23,"Duran, Monica",0.99,5/8/22 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
House District 23,"Duran, Monica",30.21,5/9/22 0:00,Shish Kabob Grill,Denver,CO,80203,"Food, Beverages and Meals",
House District 23,"Duran, Monica",12,5/9/22 0:00,Google,Mountain View,CA,94025,Office Equipment & Supplies,G Suite
House District 23,"Duran, Monica",16.17,5/9/22 0:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,Teleconferencing
House District 23,"Duran, Monica",11.99,12/17/21 0:00,Denver Post,Denver,CO,80216,Other,Online Subscription
House District 23,"Duran, Monica",3.97,12/19/21 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,
House District 23,"Duran, Monica",20.74,12/19/21 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,
House District 23,"Duran, Monica",1.78,12/26/21 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
House District 23,"Duran, Monica",17.5,12/27/21 0:00,Wix,San Francisco,CA,94110,Office Equipment & Supplies,
House District 23,"Duran, Monica",2,12/31/21 0:00,,,,,Bank Fees,
House District 23,"Clifford, Fred",138,1/24/22 0:00,Usps,Lakewood,CO,80226-9998,Rent & Utilities,"Fred Paid For With His Credit Card To Rent A Po Box At The Post Office In Lakewood, Co"
House District 23,"Clifford, Fred",43.51,1/26/22 0:00,Vistaprint,Waltham,MA,2451,Office Equipment & Supplies,Fred Bought Business Cards For Fred For Colorado With His Own Credit Card
House District 23,"Clifford, Fred",39.4,2/8/22 0:00,"Winred Technical Services, Llc",Arlington,VA,22219,Bank Fees,Bank Fee For Online Donations
House District 23,"Clifford, Fred",14.51,2/24/22 0:00,Office Depot,Golden,CO,80401,Fundraising Expenses,Fred Paid To Have Copies Made For Caucus
House District 23,"Clifford, Fred",94.29,2/24/22 0:00,Proforma Campaign Creative,Los Angeles,CA,90051,Office Equipment & Supplies,Paid For Fundraising Envelopes
House District 23,"Clifford, Fred",5.92,3/9/22 0:00,"Winred Technical Services, Llc",Arlington,VA,22219,Bank Fees,Bank Fee For Online Donatons
House District 23,"Clifford, Fred",3.94,3/10/22 0:00,"Winred Technical Services, Llc",Arlington,VA,22219,Bank Fees,Bank Fee For Online Donations
House District 23,"Clifford, Fred",6.9,3/16/22 0:00,"Winred Technical Services, Llc",Arlington,VA,22219,Bank Fees,Bank Fee For Online Donations
House District 23,"Clifford, Fred",2,3/17/22 0:00,First Bank,Lakewood,CO,80215,Bank Fees,Bank Fee For Check Written
House District 23,"Clifford, Fred",0.39,3/18/22 0:00,"Winred Technical Services, Llc",Arlington,VA,22219,Bank Fees,Bank Fee For Online Donations
